group_1344	PAGRI_00913	PBONN_01024	PHAYL_01055	PCALE_02543	PFUNG_02465	PMEGA_05499	PPHEM_04003	PPHEX_02753	PPHYM_00796	PPHYT_02970	PSART_01157	PSPRE_00280	PTERA_02676	PTERE_00825	PXENO_03188
group_1141	PAGRI_05168	PBONN_02934	PHAYL_03076	PCALE_05138	PFUNG_06333	PMEGA_01535	PPHEM_01707	PPHEX_04476	PPHYM_04537	PPHYT_04311	PSART_05204	PSPRE_04756	PTERA_04367	PTERE_03521	PXENO_05960
group_989	PAGRI_03636	PBONN_02460	PHAYL_02662	PCALE_00450	PFUNG_00982	PMEGA_03178	PPHEM_05788	PPHEX_00416	PPHYM_02572	PPHYT_00712	PSART_02580	PSPRE_02136	PTERA_00490	PTERE_02593	PXENO_01659
group_869	PAGRI_02654	PBONN_01280	PHAYL_02080	PCALE_01981	PFUNG_00048	PMEGA_04080	PPHEM_07676	PPHEX_01364	PPHYM_01805	PPHYT_01595	PSART_03068	PSPRE_01424	PTERA_02304	PTERE_01913	PXENO_00553
group_316	PAGRI_02327	PBONN_01473	PHAYL_01918	PCALE_01455	PFUNG_03360	PMEGA_04347	PPHEM_05702	PPHEX_01821	PPHYM_00940	PPHYT_01793	PSART_02885	PSPRE_01226	PTERA_01513	PTERE_01744	PXENO_00097
glnB2	PAGRI_00300	PBONN_02005	PHAYL_02300	PCALE_00266	PFUNG_00654	PMEGA_02958	PPHEM_02829	PPHEX_00233	PPHYM_00260	PPHYT_00515	PSART_00587	PSPRE_01783	PTERA_00288	PTERE_00249	PXENO_01097
group_268	PAGRI_01130	PBONN_01373	PHAYL_01989	PCALE_02342	PFUNG_02673	PMEGA_05287	PPHEM_03775	PPHEX_02552	PPHYM_01594	PPHYT_02749	PSART_01365	PSPRE_00495	PTERA_02455	PTERE_01031	PXENO_03545
tag	PAGRI_04161	PBONN_00302	PHAYL_00324	PCALE_03359	PFUNG_01602	PMEGA_06520	PPHEM_00648	PPHEX_03574	PPHYM_03064	PPHYT_03857	PSART_04240	PSPRE_02701	PTERA_03504	PTERE_03094	PXENO_02287
group_654	PAGRI_00676	PBONN_00866	PHAYL_00911	PCALE_02718	PFUNG_02290	PMEGA_05804	PPHEM_05056	PPHEX_02926	PPHYM_00600	PPHYT_03155	PSART_00921	PSPRE_00045	PTERA_02848	PTERE_00612	PXENO_02996
rplD	PAGRI_03990	PBONN_00474	PHAYL_00488	PCALE_03203	PFUNG_01774	PMEGA_06318	PPHEM_06999	PPHEX_03417	PPHYM_02907	PPHYT_03667	PSART_03843	PSPRE_02860	PTERA_03337	PTERE_02931	PXENO_02492
nudC	PAGRI_02408	PBONN_01440	PHAYL_01951	PCALE_01403	PFUNG_03820	PMEGA_04301	PPHEM_07837	PPHEX_01883	PPHYM_01706	PPHYT_01730	PSART_02947	PSPRE_01284	PTERA_01462	PTERE_01803	PXENO_00199
ftsH_1	PAGRI_01020	PBONN_02035	PHAYL_02318	PCALE_02442	PFUNG_02573	PMEGA_05346	PPHEM_03882	PPHEX_02656	PPHYM_00898	PPHYT_02863	PSART_01267	PSPRE_00384	PTERA_02577	PTERE_00931	PXENO_03426
pstS_1	PAGRI_01023	PBONN_02029	PHAYL_02315	PCALE_02439	PFUNG_02576	PMEGA_05343	PPHEM_03879	PPHEX_02653	PPHYM_00901	PPHYT_02859	PSART_01270	PSPRE_00387	PTERA_02574	PTERE_00934	PXENO_03430
nuoD	PAGRI_03046	PBONN_03345	PHAYL_03433	PCALE_02281	PFUNG_00430	PMEGA_03880	PPHEM_03492	PPHEX_01106	PPHYM_02064	PPHYT_01339	PSART_01892	PSPRE_01598	PTERA_01045	PTERE_02116	PXENO_00916
group_529	PAGRI_00168	PBONN_00367	PHAYL_00116	PCALE_00142	PFUNG_01312	PMEGA_02765	PPHEM_00381	PPHEX_00114	PPHYM_00112	PPHYT_00380	PSART_00455	PSPRE_02458	PTERA_00126	PTERE_00117	PXENO_02010
dan	PAGRI_03664	PBONN_00633	PHAYL_00650	PCALE_00369	PFUNG_01075	PMEGA_03073	PPHEM_04785	PPHEX_00333	PPHYM_00370	PPHYT_00631	PSART_00692	PSPRE_02216	PTERA_00409	PTERE_00363	PXENO_01741
group_952	PAGRI_03344	PBONN_02219	PHAYL_01250	PCALE_00780	PFUNG_00758	PMEGA_03634	PPHEM_02946	PPHEX_00799	PPHYM_02294	PPHYT_00960	PSART_02106	PSPRE_01888	PTERA_00710	PTERE_02330	PXENO_01359
dnaG	PAGRI_07596	PBONN_01939	PHAYL_01336	PCALE_05387	PFUNG_05253	PMEGA_01317	PPHEM_06695	PPHEX_05110	PPHYM_04026	PPHYT_06795	PSART_03751	PSPRE_04227	PTERA_04913	PTERE_05668	PXENO_05160
group_101	PAGRI_01592	PBONN_01810	PHAYL_01502	PCALE_01220	PFUNG_03110	PMEGA_04928	PPHEM_04247	PPHEX_02349	PPHYM_01421	PPHYT_02502	PSART_01734	PSPRE_00683	PTERA_01347	PTERE_01207	PXENO_03800
petC	PAGRI_03891	PBONN_00563	PHAYL_00574	PCALE_03105	PFUNG_01873	PMEGA_06222	PPHEM_06862	PPHEX_03316	PPHYM_02809	PPHYT_03566	PSART_03929	PSPRE_02955	PTERA_03241	PTERE_02830	PXENO_02593
edd	PAGRI_00430	PBONN_02533	PHAYL_02747	PCALE_02939	PFUNG_02047	PMEGA_03111	PPHEM_05854	PPHEX_03146	PPHYM_02640	PPHYT_03387	PSART_02660	PSPRE_03147	PTERA_03072	PTERE_02661	PXENO_02765
group_972	PAGRI_03563	PBONN_00820	PHAYL_00873	PCALE_00502	PFUNG_00927	PMEGA_03253	PPHEM_05731	PPHEX_00469	PPHYM_02496	PPHYT_00768	PSART_02434	PSPRE_02083	PTERA_00547	PTERE_01505	PXENO_01585
scoB	PAGRI_01118	PBONN_01361	PHAYL_02006	PCALE_02354	PFUNG_02661	PMEGA_05299	PPHEM_03787	PPHEX_01996	PPHYM_01606	PPHYT_02761	PSART_01353	PSPRE_00483	PTERA_02467	PTERE_01019	PXENO_03533
dppA_2	PAGRI_04087	PBONN_00399	PHAYL_00393	PCALE_03288	PFUNG_01674	PMEGA_06436	PPHEM_00717	PPHEX_03504	PPHYM_02992	PPHYT_03783	PSART_04317	PSPRE_02771	PTERA_03430	PTERE_03022	PXENO_02360
group_708	PAGRI_00975	PBONN_02131	PHAYL_01185	PCALE_02489	PFUNG_02528	PMEGA_05434	PPHEM_03944	PPHEX_02699	PPHYM_00853	PPHYT_02908	PSART_01219	PSPRE_00340	PTERA_02623	PTERE_00888	PXENO_03250
pstC	PAGRI_01024	PBONN_02028	PHAYL_02314	PCALE_02438	PFUNG_02577	PMEGA_05341	PPHEM_03878	PPHEX_02651	PPHYM_00902	PPHYT_02858	PSART_01271	PSPRE_00388	PTERA_02573	PTERE_00935	PXENO_03431
gspN	PAGRI_04270	PBONN_00200	PHAYL_00215	PCALE_03445	PFUNG_01500	PMEGA_06649	PPHEM_00539	PPHEX_03690	PPHYM_03161	PPHYT_03975	PSART_04117	PSPRE_02603	PTERA_03635	PTERE_03195	PXENO_02170
hemA	PAGRI_03869	PBONN_00131	PHAYL_00156	PCALE_03083	PFUNG_01895	PMEGA_06187	PPHEM_06885	PPHEX_03294	PPHYM_02787	PPHYT_03544	PSART_03953	PSPRE_02977	PTERA_03219	PTERE_02807	PXENO_02615
nuoA	PAGRI_03049	PBONN_03348	PHAYL_03436	PCALE_02284	PFUNG_00433	PMEGA_03877	PPHEM_03495	PPHEX_01103	PPHYM_02067	PPHYT_01336	PSART_01895	PSPRE_01601	PTERA_01042	PTERE_02119	PXENO_00919
group_2574	PAGRI_04243	PBONN_00227	PHAYL_00242	PCALE_03420	PFUNG_01527	PMEGA_06622	PPHEM_00567	PPHEX_03665	PPHYM_03135	PPHYT_03947	PSART_04144	PSPRE_02629	PTERA_03609	PTERE_03166	PXENO_02197
rplR	PAGRI_03975	PBONN_00489	PHAYL_00503	PCALE_03188	PFUNG_01789	PMEGA_06303	PPHEM_07014	PPHEX_03402	PPHYM_02892	PPHYT_03652	PSART_03858	PSPRE_02875	PTERA_03322	PTERE_02916	PXENO_02507
pasT	PAGRI_01664	PBONN_01742	PHAYL_01572	PCALE_01290	PFUNG_03182	PMEGA_04858	PPHEM_07351	PPHEX_02279	PPHYM_01350	PPHYT_02430	PSART_01806	PSPRE_00753	PTERA_02083	PTERE_01281	PXENO_03872
rplA	PAGRI_04002	PBONN_00462	PHAYL_00476	PCALE_03215	PFUNG_01762	PMEGA_06330	PPHEM_07060	PPHEX_03431	PPHYM_02919	PPHYT_03679	PSART_00016	PSPRE_02848	PTERA_03349	PTERE_02943	PXENO_02480
group_15	PAGRI_00170	PBONN_00086	PHAYL_00118	PCALE_00146	PFUNG_01311	PMEGA_02537	PPHEM_00379	PPHEX_00116	PPHYM_00113	PPHYT_00382	PSART_00456	PSPRE_00041	PTERA_00127	PTERE_00118	PXENO_02008
zntR	PAGRI_00242	PBONN_02814	PHAYL_02953	PCALE_00205	PFUNG_01239	PMEGA_02899	PPHEM_00263	PPHEX_00179	PPHYM_00184	PPHYT_00454	PSART_00542	PSPRE_02369	PTERA_00231	PTERE_00196	PXENO_01935
group_576	PAGRI_00357	PBONN_02661	PHAYL_02841	PCALE_00316	PFUNG_01125	PMEGA_03023	PPHEM_04728	PPHEX_00284	PPHYM_00317	PPHYT_00573	PSART_00640	PSPRE_02261	PTERA_00344	PTERE_00308	PXENO_01817
yaaA	PAGRI_03017	PBONN_03322	PHAYL_03411	PCALE_02252	PFUNG_00401	PMEGA_03912	PPHEM_03465	PPHEX_01135	PPHYM_02037	PPHYT_01368	PSART_01864	PSPRE_01569	PTERA_01073	PTERE_02088	PXENO_00884
group_375	PAGRI_03389	PBONN_02233	PHAYL_01237	PCALE_00738	PFUNG_00800	PMEGA_03598	PPHEM_02986	PPHEX_00698	PPHYM_02328	PPHYT_00906	PSART_02142	PSPRE_01956	PTERA_00672	PTERE_02384	PXENO_01400
group_556	PAGRI_00273	PBONN_02781	PHAYL_02926	PCALE_00242	PFUNG_01209	PMEGA_02931	PPHEM_00231	PPHEX_00210	PPHYM_00215	PPHYT_00487	PSART_00571	PSPRE_02336	PTERA_00262	PTERE_00227	PXENO_01902
moeA	PAGRI_02313	PBONN_01487	PHAYL_01901	PCALE_01470	PFUNG_03374	PMEGA_04364	PPHEM_05688	PPHEX_01807	PPHYM_00955	PPHYT_01808	PSART_02871	PSPRE_01212	PTERA_01528	PTERE_01729	PXENO_00083
group_2770	PAGRI_00255	PBONN_02804	PHAYL_02943	PCALE_00223	PFUNG_01228	PMEGA_02910	PPHEM_00250	PPHEX_00191	PPHYM_00196	PPHYT_00468	PSART_00553	PSPRE_02355	PTERA_00243	PTERE_00208	PXENO_01921
vsr	PAGRI_03206	PBONN_01977	PHAYL_01304	PCALE_00915	PFUNG_00629	PMEGA_03731	PPHEM_02805	PPHEX_00949	PPHYM_02202	PPHYT_01133	PSART_02020	PSPRE_01759	PTERA_00846	PTERE_02236	PXENO_01073
era	PAGRI_00980	PBONN_02126	PHAYL_01196	PCALE_02484	PFUNG_02533	PMEGA_05429	PPHEM_03939	PPHEX_02694	PPHYM_00858	PPHYT_02903	PSART_01224	PSPRE_00345	PTERA_02618	PTERE_00893	PXENO_03255
btuD_1	PAGRI_03218	PBONN_01991	PHAYL_01287	PCALE_00901	PFUNG_00641	PMEGA_03719	PPHEM_02817	PPHEX_00937	PPHYM_02215	PPHYT_01121	PSART_02032	PSPRE_01771	PTERA_00833	PTERE_02249	PXENO_01085
group_2315	PAGRI_03278	PBONN_00905	PHAYL_02522	PCALE_00838	PFUNG_00695	PMEGA_05669	PPHEM_04149	PPHEX_00859	PPHYM_00644	PPHYT_01027	PSART_01010	PSPRE_01830	PTERA_00774	PTERE_00662	PXENO_01144
lrp_1	PAGRI_00896	PBONN_01006	PHAYL_01039	PCALE_02561	PFUNG_02448	PMEGA_05515	PPHEM_04019	PPHEX_02771	PPHYM_00780	PPHYT_02987	PSART_01137	PSPRE_00263	PTERA_02693	PTERE_00808	PXENO_03170
hemE	PAGRI_04213	PBONN_00261	PHAYL_00273	PCALE_03387	PFUNG_01557	PMEGA_06591	PPHEM_00598	PPHEX_03635	PPHYM_03103	PPHYT_03917	PSART_04175	PSPRE_02660	PTERA_03579	PTERE_03135	PXENO_02228
ispA	PAGRI_07603	PBONN_01945	PHAYL_01330	PCALE_05394	PFUNG_05260	PMEGA_01310	PPHEM_06688	PPHEX_05103	PPHYM_04033	PPHYT_06802	PSART_03758	PSPRE_04234	PTERA_04906	PTERE_05675	PXENO_05167
rnhA	PAGRI_01009	PBONN_02046	PHAYL_02329	PCALE_02455	PFUNG_02562	PMEGA_05356	PPHEM_03892	PPHEX_02666	PPHYM_00887	PPHYT_02874	PSART_01256	PSPRE_00373	PTERA_02588	PTERE_00920	PXENO_03415
group_1163	PAGRI_05511	PBONN_03116	PHAYL_03194	PCALE_03582	PFUNG_06655	PMEGA_00303	PPHEM_05151	PPHEX_04256	PPHYM_04759	PPHYT_04587	PSART_03489	PSPRE_04960	PTERA_03864	PTERE_05160	PXENO_06214
clpA	PAGRI_00653	PBONN_02282	PHAYL_02381	PCALE_02741	PFUNG_02267	PMEGA_05827	PPHEM_05033	PPHEX_02949	PPHYM_00577	PPHYT_03179	PSART_00898	PSPRE_00022	PTERA_02871	PTERE_00589	PXENO_02972
lon	PAGRI_02229	PBONN_01552	PHAYL_01821	PCALE_01553	PFUNG_03479	PMEGA_04441	PPHEM_05598	PPHEX_01727	PPHYM_01037	PPHYT_01909	PSART_02795	PSPRE_01137	PTERA_01608	PTERE_01642	PXENO_04447
ubiB_1	PAGRI_03747	PBONN_00644	PHAYL_00662	PCALE_00382	PFUNG_01064	PMEGA_06067	PPHEM_04796	PPHEX_00350	PPHYM_00382	PPHYT_00642	PSART_00704	PSPRE_02205	PTERA_00420	PTERE_00374	PXENO_01730
rpoA	PAGRI_03965	PBONN_00496	PHAYL_00511	PCALE_03178	PFUNG_01798	PMEGA_06294	PPHEM_07023	PPHEX_03392	PPHYM_02882	PPHYT_03642	PSART_03868	PSPRE_02885	PTERA_03313	PTERE_02906	PXENO_02517
rplE	PAGRI_03979	PBONN_00485	PHAYL_00499	PCALE_03192	PFUNG_01785	PMEGA_06307	PPHEM_07010	PPHEX_03406	PPHYM_02896	PPHYT_03656	PSART_03854	PSPRE_02871	PTERA_03326	PTERE_02920	PXENO_02503
pntAA	PAGRI_01696	PBONN_02492	PHAYL_02693	PCALE_00418	PFUNG_01016	PMEGA_03146	PPHEM_05820	PPHEX_00385	PPHYM_02603	PPHYT_00680	PSART_02620	PSPRE_02166	PTERA_00457	PTERE_02624	PXENO_01691
group_1408	PAGRI_01611	PBONN_01794	PHAYL_01523	PCALE_01238	PFUNG_03129	PMEGA_04910	PPHEM_07298	PPHEX_02331	PPHYM_01402	PPHYT_02483	PSART_01753	PSPRE_00701	PTERA_02135	PTERE_01226	PXENO_03819
infC	PAGRI_01124	PBONN_01367	PHAYL_01995	PCALE_02348	PFUNG_02667	PMEGA_05293	PPHEM_03781	PPHEX_02558	PPHYM_01600	PPHYT_02755	PSART_01359	PSPRE_00489	PTERA_02461	PTERE_01025	PXENO_03539
group_614	PAGRI_00497	PBONN_00701	PHAYL_00732	PCALE_02876	PFUNG_02113	PMEGA_06009	PPHEM_04872	PPHEX_03086	PPHYM_00437	PPHYT_03323	PSART_00774	PSPRE_03205	PTERA_03011	PTERE_00430	PXENO_02827
recO	PAGRI_00981	PBONN_02125	PHAYL_01197	PCALE_02483	PFUNG_02534	PMEGA_05428	PPHEM_03938	PPHEX_02693	PPHYM_00859	PPHYT_02902	PSART_01225	PSPRE_00346	PTERA_02617	PTERE_00894	PXENO_03256
group_555	PAGRI_00264	PBONN_02790	PHAYL_02935	PCALE_00233	PFUNG_01218	PMEGA_02922	PPHEM_00239	PPHEX_00201	PPHYM_00206	PPHYT_00478	PSART_00562	PSPRE_02345	PTERA_00253	PTERE_00218	PXENO_01911
group_2075	PAGRI_03744	PBONN_00647	PHAYL_00665	PCALE_00385	PFUNG_01061	PMEGA_06064	PPHEM_04799	PPHEX_00353	PPHYM_00385	PPHYT_00645	PSART_00707	PSPRE_02202	PTERA_00423	PTERE_00377	PXENO_01727
nrdR	PAGRI_03573	PBONN_00809	PHAYL_00863	PCALE_00492	PFUNG_00937	PMEGA_03243	PPHEM_05741	PPHEX_00459	PPHYM_02506	PPHYT_00758	PSART_02444	PSPRE_02093	PTERA_00537	PTERE_02524	PXENO_01594
tgt	PAGRI_03650	PBONN_02474	PHAYL_02674	PCALE_00436	PFUNG_00998	PMEGA_03164	PPHEM_05802	PPHEX_00402	PPHYM_02586	PPHYT_00689	PSART_02603	PSPRE_02149	PTERA_00476	PTERE_02607	PXENO_01673
tatB	PAGRI_03897	PBONN_00557	PHAYL_00568	PCALE_03111	PFUNG_01867	PMEGA_06228	PPHEM_06856	PPHEX_03322	PPHYM_02815	PPHYT_03572	PSART_03923	PSPRE_02949	PTERA_03247	PTERE_02836	PXENO_02587
group_581	PAGRI_00374	PBONN_02644	PHAYL_02823	PCALE_00333	PFUNG_01108	PMEGA_03040	PPHEM_04745	PPHEX_00301	PPHYM_00334	PPHYT_00590	PSART_00657	PSPRE_02244	PTERA_00361	PTERE_00325	PXENO_01800
group_792	PAGRI_01805	PBONN_01670	PHAYL_01632	PCALE_01853	PFUNG_03262	PMEGA_04787	PPHEM_06528	PPHEX_01488	PPHYM_01315	PPHYT_02312	PSART_00340	PSPRE_00788	PTERA_01960	PTERE_01321	PXENO_04110
ygiD	PAGRI_03874	PBONN_00136	PHAYL_00161	PCALE_03088	PFUNG_01890	PMEGA_06192	PPHEM_06880	PPHEX_03299	PPHYM_02792	PPHYT_03549	PSART_03948	PSPRE_02972	PTERA_03224	PTERE_02812	PXENO_02610
fbp_3	PAGRI_07654	PBONN_03496	PHAYL_03565	PCALE_05435	PFUNG_05309	PMEGA_01258	PPHEM_06640	PPHEX_05063	PPHYM_04468	PPHYT_06852	PSART_03812	PSPRE_04281	PTERA_04864	PTERE_05720	PXENO_05211
group_393	PAGRI_03692	PBONN_02493	PHAYL_02697	PCALE_00417	PFUNG_01017	PMEGA_03142	PPHEM_05821	PPHEX_00384	PPHYM_02604	PPHYT_00679	PSART_02621	PSPRE_02167	PTERA_00456	PTERE_02625	PXENO_01692
ccsA	PAGRI_03784	PBONN_02579	PHAYL_02791	PCALE_02995	PFUNG_01986	PMEGA_06098	PPHEM_05918	PPHEX_03210	PPHYM_02703	PPHYT_03458	PSART_00184	PSPRE_03087	PTERA_03134	PTERE_02722	PXENO_02700
icd_1	PAGRI_00650	PBONN_02304	PHAYL_02399	PCALE_02744	PFUNG_02264	PMEGA_05835	PPHEM_05027	PPHEX_02952	PPHYM_00572	PPHYT_03183	PSART_00893	PSPRE_00019	PTERA_02874	PTERE_00584	PXENO_02969
pepN	PAGRI_00816	PBONN_00951	PHAYL_00974	PCALE_02650	PFUNG_02366	PMEGA_05593	PPHEM_04079	PPHEX_02857	PPHYM_00698	PPHYT_03075	PSART_01054	PSPRE_00189	PTERA_02776	PTERE_00726	PXENO_03091
group_2422	PAGRI_01435	PBONN_01164	PHAYL_02209	PCALE_01123	PFUNG_02845	PMEGA_05023	PPHEM_04529	PPHEX_02449	PPHYM_01511	PPHYT_02593	PSART_01644	PSPRE_00588	PTERA_01227	PTERE_01118	PXENO_03706
group_2051	PAGRI_03338	PBONN_02211	PHAYL_01257	PCALE_00786	PFUNG_00751	PMEGA_03640	PPHEM_02940	PPHEX_00805	PPHYM_02287	PPHYT_00971	PSART_02101	PSPRE_01882	PTERA_00719	PTERE_02324	PXENO_01337
rimP	PAGRI_02619	PBONN_01303	PHAYL_02061	PCALE_01951	PFUNG_00018	PMEGA_04188	PPHEM_07738	PPHEX_01396	PPHYM_01775	PPHYT_01625	PSART_03037	PSPRE_01394	PTERA_02211	PTERE_01882	PXENO_00506
group_1013	PAGRI_03725	PBONN_00658	PHAYL_00677	PCALE_00399	PFUNG_01042	PMEGA_06053	PPHEM_04818	PPHEX_00365	PPHYM_00397	PPHYT_00660	PSART_00722	PSPRE_02189	PTERA_00437	PTERE_00389	PXENO_01711
group_31	PAGRI_00416	PBONN_01686	PHAYL_01619	PCALE_01890	PFUNG_02033	PMEGA_04803	PPHEM_05870	PPHEX_01472	PPHYM_01331	PPHYT_02327	PSART_00324	PSPRE_00773	PTERA_01977	PTERE_01305	PXENO_02748
recG	PAGRI_03648	PBONN_02472	PHAYL_02672	PCALE_00438	PFUNG_00996	PMEGA_03166	PPHEM_05800	PPHEX_00404	PPHYM_02584	PPHYT_00687	PSART_02601	PSPRE_02147	PTERA_00478	PTERE_02605	PXENO_01671
ligI	PAGRI_07719	PBONN_03578	PHAYL_03638	PCALE_05557	PFUNG_05389	PMEGA_01161	PPHEM_00893	PPHEX_04988	PPHYM_04379	PPHYT_06934	PSART_04792	PSPRE_04328	PTERA_04787	PTERE_05794	PXENO_05299
group_2285	PAGRI_07595	PBONN_01938	PHAYL_01337	PCALE_05386	PFUNG_05252	PMEGA_01318	PPHEM_06696	PPHEX_05111	PPHYM_04025	PPHYT_06794	PSART_03750	PSPRE_04226	PTERA_04914	PTERE_05667	PXENO_05159
group_910	PAGRI_03141	PBONN_03401	PHAYL_03492	PCALE_00978	PFUNG_00507	PMEGA_03799	PPHEM_03598	PPHEX_01038	PPHYM_02136	PPHYT_01248	PSART_01961	PSPRE_01692	PTERA_00963	PTERE_02179	PXENO_00993
group_115	PAGRI_07678	PBONN_03520	PHAYL_03591	PCALE_05375	PFUNG_05333	PMEGA_01220	PPHEM_06615	PPHEX_05037	PPHYM_04444	PPHYT_06876	PSART_03836	PSPRE_04304	PTERA_04838	PTERE_05745	PXENO_05235
group_1229	PAGRI_01010	PBONN_02045	PHAYL_02328	PCALE_02454	PFUNG_02563	PMEGA_05355	PPHEM_03891	PPHEX_02665	PPHYM_00888	PPHYT_02873	PSART_01257	PSPRE_00374	PTERA_02587	PTERE_00921	PXENO_03416
group_1195	PAGRI_06608	PBONN_03184	PHAYL_03256	PCALE_06074	PFUNG_04560	PMEGA_01727	PPHEM_01321	PPHEX_05362	PPHYM_03911	PPHYT_06034	PSART_04478	PSPRE_03810	PTERA_05364	PTERE_05496	PXENO_04572
group_223	PAGRI_00662	PBONN_02273	PHAYL_02360	PCALE_02732	PFUNG_02276	PMEGA_05817	PPHEM_05042	PPHEX_02940	PPHYM_00586	PPHYT_03169	PSART_00907	PSPRE_00031	PTERA_02862	PTERE_00598	PXENO_02982
iscX	PAGRI_01454	PBONN_01201	PHAYL_02169	PCALE_01143	PFUNG_02867	PMEGA_05002	PPHEM_04511	PPHEX_02430	PPHYM_01492	PPHYT_02574	PSART_01663	PSPRE_00608	PTERA_01246	PTERE_01137	PXENO_03725
group_1081	PAGRI_04066	PBONN_00416	PHAYL_00410	PCALE_03268	PFUNG_01699	PMEGA_06417	PPHEM_00738	PPHEX_03482	PPHYM_02972	PPHYT_03761	PSART_04336	PSPRE_02791	PTERA_03404	PTERE_03001	PXENO_02383
group_1227	PAGRI_01504	PBONN_01251	PHAYL_02112	PCALE_01193	PFUNG_02917	PMEGA_04951	PPHEM_04461	PPHEX_02379	PPHYM_01442	PPHYT_02525	PSART_01713	PSPRE_00658	PTERA_01298	PTERE_01186	PXENO_03776
group_825	PAGRI_02249	PBONN_01536	PHAYL_01838	PCALE_01533	PFUNG_03459	PMEGA_04416	PPHEM_05621	PPHEX_01747	PPHYM_01017	PPHYT_01872	PSART_02813	PSPRE_01155	PTERA_01587	PTERE_01664	PXENO_00018
gltL	PAGRI_00441	PBONN_02523	PHAYL_02731	PCALE_02927	PFUNG_02058	PMEGA_03121	PPHEM_05844	PPHEX_00955	PPHYM_02630	PPHYT_03376	PSART_02650	PSPRE_03157	PTERA_03062	PTERE_02651	PXENO_02776
rpoS	PAGRI_02284	PBONN_01514	PHAYL_01877	PCALE_01499	PFUNG_03403	PMEGA_04388	PPHEM_05661	PPHEX_01778	PPHYM_00984	PPHYT_01837	PSART_02845	PSPRE_01185	PTERA_01556	PTERE_01698	PXENO_00054
group_3209	PAGRI_02629	PBONN_01294	PHAYL_02068	PCALE_01961	PFUNG_00028	PMEGA_04178	PPHEM_07728	PPHEX_01386	PPHYM_01785	PPHYT_01615	PSART_03047	PSPRE_01404	PTERA_02221	PTERE_01892	PXENO_00516
clpS	PAGRI_00652	PBONN_02283	PHAYL_02382	PCALE_02742	PFUNG_02266	PMEGA_05828	PPHEM_05032	PPHEX_02950	PPHYM_00576	PPHYT_03180	PSART_00897	PSPRE_00021	PTERA_02872	PTERE_00588	PXENO_02971
group_819	PAGRI_02222	PBONN_01564	PHAYL_01804	PCALE_01560	PFUNG_03529	PMEGA_04465	PPHEM_05591	PPHEX_01720	PPHYM_01044	PPHYT_01916	PSART_02788	PSPRE_01079	PTERA_01671	PTERE_01635	PXENO_04440
htpG	PAGRI_03182	PBONN_03453	PHAYL_03533	PCALE_00938	PFUNG_00544	PMEGA_03757	PPHEM_03637	PPHEX_00999	PPHYM_02173	PPHYT_01208	PSART_02000	PSPRE_01736	PTERA_00928	PTERE_02215	PXENO_01031
group_1407	PAGRI_01604	PBONN_01798	PHAYL_01518	PCALE_01232	PFUNG_03122	PMEGA_04916	PPHEM_07292	PPHEX_02337	PPHYM_01409	PPHYT_02490	PSART_01746	PSPRE_00695	PTERA_02141	PTERE_01219	PXENO_03812
group_565	PAGRI_00307	PBONN_02703	PHAYL_02886	PCALE_00273	PFUNG_01174	PMEGA_02965	PPHEM_04678	PPHEX_00240	PPHYM_00267	PPHYT_00522	PSART_00594	PSPRE_02313	PTERA_00295	PTERE_00256	PXENO_01867
group_218	PAGRI_00607	PBONN_02350	PHAYL_02431	PCALE_02777	PFUNG_02226	PMEGA_05879	PPHEM_04992	PPHEX_02986	PPHYM_00538	PPHYT_03221	PSART_00863	PSPRE_03318	PTERA_02907	PTERE_00533	PXENO_02932
glpK	PAGRI_00482	PBONN_00688	PHAYL_00720	PCALE_02889	PFUNG_02098	PMEGA_06024	PPHEM_04856	PPHEX_03099	PPHYM_00424	PPHYT_03338	PSART_00762	PSPRE_03189	PTERA_03024	PTERE_00418	PXENO_02812
rpiA	PAGRI_02429	PBONN_01433	PHAYL_01958	PCALE_01371	PFUNG_03841	PMEGA_04269	PPHEM_07795	PPHEX_01916	PPHYM_01736	PPHYT_01706	PSART_02978	PSPRE_01307	PTERA_01445	PTERE_01840	PXENO_00234
cmk	PAGRI_00875	PBONN_00986	PHAYL_01016	PCALE_02583	PFUNG_02426	PMEGA_05536	PPHEM_04041	PPHEX_02792	PPHYM_00759	PPHYT_03008	PSART_01118	PSPRE_00242	PTERA_02714	PTERE_00786	PXENO_03149
group_1414	PAGRI_01652	PBONN_01754	PHAYL_01560	PCALE_01278	PFUNG_03170	PMEGA_04870	PPHEM_07339	PPHEX_02291	PPHYM_01362	PPHYT_02442	PSART_01794	PSPRE_00741	PTERA_02095	PTERE_01268	PXENO_03860
group_1618	PAGRI_04304	PBONN_02841	PHAYL_02982	PCALE_03473	PFUNG_01467	PMEGA_06665	PPHEM_00515	PPHEX_03718	PPHYM_03178	PPHYT_04015	PSART_04094	PSPRE_02578	PTERA_03660	PTERE_03215	PXENO_02142
group_2887	PAGRI_03739	PBONN_00651	PHAYL_00670	PCALE_00390	PFUNG_01056	PMEGA_06060	PPHEM_04803	PPHEX_00357	PPHYM_00389	PPHYT_00649	PSART_00711	PSPRE_02198	PTERA_00427	PTERE_00381	PXENO_01722
