PAGRI_00001	K02313
PAGRI_06125	K00046
PAGRI_06131	K20938
PAGRI_06132	K09024
PAGRI_06141	K01114
PAGRI_06142	K00428
PAGRI_06145	K01883
PAGRI_06146	K02300
PAGRI_06147	K02299
PAGRI_06148	K02298
PAGRI_06149	K02297
PAGRI_06150	K00342
PAGRI_06151	K02003
PAGRI_06152	K02004
PAGRI_06161	K13580
PAGRI_06162	K03405
PAGRI_06163	K02230
PAGRI_06164	K02234
PAGRI_06165	K02189
PAGRI_06166	K19221
PAGRI_06167	K02224
PAGRI_06168	K04719
PAGRI_06174	K02444
PAGRI_06175	K13655
PAGRI_06176	K13651
PAGRI_06179	K03781
PAGRI_06185	K01046
PAGRI_06186	K07506
PAGRI_06189	K01497
PAGRI_06192	K03652
PAGRI_06193	K04065
PAGRI_06194	K07300
PAGRI_06195	K03566
PAGRI_06196	K02055
PAGRI_06197	K02054
PAGRI_06198	K02053
PAGRI_06199	K02052
PAGRI_06200	K02030
PAGRI_06201	K02029
PAGRI_06202	K02029
PAGRI_06203	K22474
PAGRI_06204	K07303
PAGRI_06205	K07302
PAGRI_06208	K06194
PAGRI_06221	K00525
PAGRI_06222	K21309
PAGRI_06223	K21308
PAGRI_06224	K21307
PAGRI_06229	K07644
PAGRI_06230	K07665
PAGRI_06235	K13979
PAGRI_06236	K18900
PAGRI_06240	K00374
PAGRI_06241	K00373
PAGRI_06242	K00371
PAGRI_06243	K00370
PAGRI_06244	K02575
PAGRI_06245	K02575
PAGRI_06246	K07684
PAGRI_06247	K07673
PAGRI_06249	K17733
PAGRI_06251	K11891
PAGRI_06252	K11890
PAGRI_06253	K03286
PAGRI_06254	K11902
PAGRI_06255	K11907
PAGRI_06256	K11895
PAGRI_06257	K11896
PAGRI_06258	K11897
PAGRI_06259	K11903
PAGRI_06260	K11900
PAGRI_06261	K11901
PAGRI_06263	K11906
PAGRI_06264	K11893
PAGRI_06265	K11892
PAGRI_06266	K00036
PAGRI_06267	K19743
PAGRI_06268	K01777
PAGRI_06269	K10716
PAGRI_06272	K15773
PAGRI_06273	K07154
PAGRI_06279	K00799
PAGRI_06280	K11209
PAGRI_06281	K09823
PAGRI_06283	K09017
PAGRI_06286	K07080
PAGRI_06290	K01996
PAGRI_06291	K01995
PAGRI_06292	K01997
PAGRI_06292	K01998
PAGRI_06293	K01999
PAGRI_06295	K22879
PAGRI_06302	K15553
PAGRI_06303	K03442
PAGRI_06306	K07044
PAGRI_06308	K09957
PAGRI_06309	K08717
PAGRI_06311	K01821
PAGRI_06317	K14274
PAGRI_06318	K18981
PAGRI_06319	K01708
PAGRI_06320	K01707
PAGRI_06321	K03535
PAGRI_06322	K05799
PAGRI_06323	K13877
PAGRI_06324	K01630
PAGRI_06325	K00042
PAGRI_06327	K08191
PAGRI_06328	K18981
PAGRI_06331	K00249
PAGRI_06332	K03300
PAGRI_06334	K00425
PAGRI_06335	K00426
PAGRI_06338	K20975
PAGRI_06340	K03333
PAGRI_06341	K02020
PAGRI_06345	K02030
PAGRI_06346	K02029
PAGRI_06347	K02029
PAGRI_06348	K02028
PAGRI_06349	K05836
PAGRI_06350	K05836
PAGRI_06351	K01745
PAGRI_06352	K10021
PAGRI_06353	K10019
PAGRI_06354	K10020
PAGRI_06355	K10018
PAGRI_06357	K00675
PAGRI_06358	K07267
PAGRI_06360	K16301
PAGRI_06361	K02012
PAGRI_06362	K02011
PAGRI_06363	K02010
PAGRI_06366	K16090
PAGRI_06369	K13929
PAGRI_06370	K13930
PAGRI_06371	K13931
PAGRI_06372	K13932
PAGRI_06373	K13933
PAGRI_06374	K13934
PAGRI_06375	K13935
PAGRI_06379	K23509
PAGRI_06380	K23509
PAGRI_06381	K10820
PAGRI_06382	K23508
PAGRI_06384	K09019
PAGRI_06386	K07098
PAGRI_06388	K07507
PAGRI_06390	K18118
PAGRI_06400	K00206
PAGRI_06401	K19670
PAGRI_06403	K11082
PAGRI_06404	K11083
PAGRI_06406	K11081
PAGRI_06407	K03430
PAGRI_06408	K02444
PAGRI_06409	K03688
PAGRI_06412	K01916
PAGRI_06418	K08677
PAGRI_06419	K09983
PAGRI_06420	K09771
PAGRI_06422	K03719
PAGRI_06427	K06950
PAGRI_06430	K00625
PAGRI_06431	K00925
PAGRI_06435	K03975
PAGRI_06440	K00020
PAGRI_06442	K01897
PAGRI_06443	K15515
PAGRI_06444	K13641
PAGRI_06445	K13641
PAGRI_06446	K00375
PAGRI_06447	K15551
PAGRI_06448	K10831
PAGRI_06449	K15552
PAGRI_06450	K03852
PAGRI_06451	K00625
PAGRI_06452	K09883
PAGRI_06453	K09882
PAGRI_06454	K08172
PAGRI_06455	K00108
PAGRI_06456	K13641
PAGRI_06457	K11735
PAGRI_06462	K03307
PAGRI_06464	K07090
PAGRI_06465	K08166
PAGRI_06470	K00140
PAGRI_06472	K16844
PAGRI_06473	K11103
PAGRI_06474	K16846
PAGRI_06475	K16845
PAGRI_06476	K03710
PAGRI_06478	K01560
PAGRI_06481	K13444
PAGRI_06484	K04033
PAGRI_06485	K12256
PAGRI_06486	K00146
PAGRI_06490	K00059
PAGRI_06497	K05921
PAGRI_06498	K05921
PAGRI_06499	K00151
PAGRI_06500	K00455
PAGRI_06501	K01826
PAGRI_06502	K02509
PAGRI_06503	K02510
PAGRI_06504	K07486
PAGRI_06510	K00694
PAGRI_06511	K20541
PAGRI_06512	K20542
PAGRI_06513	K20543
PAGRI_06519	K03710
PAGRI_06520	K07090
PAGRI_06523	K07638
PAGRI_06524	K07659
PAGRI_06528	K03893
PAGRI_06532	K11534
PAGRI_06533	K02057
PAGRI_06534	K02056
PAGRI_06535	K02058
PAGRI_06536	K02057
PAGRI_06537	K00852
PAGRI_06538	K00128
PAGRI_06539	K01619
PAGRI_06540	K10441
PAGRI_06541	K10440
PAGRI_06542	K10439
PAGRI_06543	K02346
PAGRI_06544	K07644
PAGRI_06545	K07665
PAGRI_06551	K01714
PAGRI_06553	K06991
PAGRI_06555	K05835
PAGRI_06557	K03321
PAGRI_06558	K03762
PAGRI_06560	K01451
PAGRI_06561	K14057
PAGRI_06562	K07178
PAGRI_06563	K02529
PAGRI_06564	K10112
PAGRI_06565	K17317
PAGRI_06566	K17316
PAGRI_06567	K17315
PAGRI_06568	K05350
PAGRI_06576	K13633
PAGRI_06578	K21023
PAGRI_06583	K01714
PAGRI_06585	K00609
PAGRI_06588	K16090
PAGRI_06589	K07126
PAGRI_06590	K07336
PAGRI_06593	K13483
PAGRI_06594	K11178
PAGRI_06595	K11177
PAGRI_06596	K07141
PAGRI_06603	K03430
PAGRI_06604	K09459
PAGRI_06605	K01841
PAGRI_06606	K03406
PAGRI_06608	K03587
PAGRI_06611	K00799
PAGRI_06617	K02014
PAGRI_06621	K02853
PAGRI_06622	K05946
PAGRI_06626	K02472
PAGRI_06627	K01791
PAGRI_06628	K16692
PAGRI_06629	K01104
PAGRI_06630	K01991
PAGRI_06631	K03606
PAGRI_06632	K00077
PAGRI_06633	K00128
PAGRI_06635	K08177
PAGRI_06636	K21703
PAGRI_06638	K00325
PAGRI_06640	K07749
PAGRI_06645	K18139
PAGRI_06646	K18095
PAGRI_06647	K18094
PAGRI_06648	K18129
PAGRI_06649	K08172
PAGRI_06653	K07506
PAGRI_06655	K02617
PAGRI_06656	K01822
PAGRI_06658	K16050
PAGRI_06662	K18364
PAGRI_06663	K18366
PAGRI_06664	K18365
PAGRI_06665	K07486
PAGRI_06666	K15982
PAGRI_06667	K07003
PAGRI_06670	K00626
PAGRI_06672	K00059
PAGRI_06676	K00626
PAGRI_06679	K01692
PAGRI_06681	K01692
PAGRI_06682	K01040
PAGRI_06683	K01039
PAGRI_06684	K16049
PAGRI_06685	K18687
PAGRI_06686	K15983
PAGRI_06687	K05296
PAGRI_06688	K16051
PAGRI_06690	K05898
PAGRI_06691	K16047
PAGRI_06695	K01066
PAGRI_06696	K15866
PAGRI_06697	K14652
PAGRI_06700	K01426
PAGRI_06701	K01992
PAGRI_06702	K01990
PAGRI_06706	K07090
PAGRI_06707	K03798
PAGRI_06709	K03762
PAGRI_06710	K01990
PAGRI_06714	K07667
PAGRI_06715	K01548
PAGRI_06716	K01547
PAGRI_06717	K01546
PAGRI_06721	K22348
PAGRI_06726	K07213
PAGRI_06730	K00523
PAGRI_06732	K22187
PAGRI_06733	K06137
PAGRI_06739	K01426
PAGRI_06741	K06147
PAGRI_06743	K21023
PAGRI_06745	K07114
PAGRI_06746	K07114
PAGRI_06749	K03924
PAGRI_06750	K13444
PAGRI_06753	K00797
PAGRI_06754	K16137
PAGRI_06758	K15549
PAGRI_06759	K15547
PAGRI_06760	K12340
PAGRI_06762	K10017
PAGRI_06763	K10015
PAGRI_06764	K10016
PAGRI_06765	K10013
PAGRI_06767	K03566
PAGRI_06769	K01114
PAGRI_06772	K00845
PAGRI_06777	K02014
PAGRI_06778	K01753
PAGRI_06782	K19967
PAGRI_06785	K03559
PAGRI_06786	K03559
PAGRI_06787	K03561
PAGRI_06788	K03832
PAGRI_06792	K03292
PAGRI_06793	K00285
PAGRI_06795	K09967
PAGRI_06799	K16137
PAGRI_06803	K03566
PAGRI_06804	K01689
PAGRI_06808	K07734
PAGRI_06809	K00375
PAGRI_06810	K09118
PAGRI_06815	K18334
PAGRI_06816	K10439
PAGRI_06817	K10440
PAGRI_06818	K10441
PAGRI_06823	K01467
PAGRI_06824	K09983
PAGRI_06826	K02478
PAGRI_06827	K02477
PAGRI_06834	K02624
PAGRI_06835	K02030
PAGRI_06836	K02029
PAGRI_06837	K02028
PAGRI_06841	K03576
PAGRI_06842	K00549
PAGRI_06843	K02228
PAGRI_06844	K03576
PAGRI_06845	K00549
PAGRI_06846	K16092
PAGRI_06847	K00677
PAGRI_06849	K03585
PAGRI_06850	K18138
PAGRI_06851	K06934
PAGRI_06852	K01755
PAGRI_06856	K00790
PAGRI_06859	K01620
PAGRI_06864	K01114
PAGRI_06866	K07507
PAGRI_06869	K21703
PAGRI_06870	K03113
PAGRI_06873	K00020
PAGRI_06874	K00058
PAGRI_06883	K19622
PAGRI_06884	K00375
PAGRI_06889	K00273
PAGRI_06891	K00029
PAGRI_06894	K09788
PAGRI_06895	K20455
PAGRI_06896	K01659
PAGRI_06897	K02688
PAGRI_06899	K00303
PAGRI_06901	K22550
PAGRI_06902	K02031
PAGRI_06902	K02032
PAGRI_06903	K02034
PAGRI_06904	K02033
PAGRI_06905	K02035
PAGRI_06907	K01560
PAGRI_06908	K00128
PAGRI_06910	K12972
PAGRI_06913	K04744
PAGRI_06916	K07277
PAGRI_06917	K07659
PAGRI_06920	K07642
PAGRI_06921	K07664
PAGRI_06922	K16135
PAGRI_06923	K07246
PAGRI_06925	K06995
PAGRI_06927	K08195
PAGRI_06931	K12308
PAGRI_06932	K02026
PAGRI_06933	K02025
PAGRI_06934	K02027
PAGRI_06935	K10111
PAGRI_06936	K02529
PAGRI_06937	K01434
PAGRI_06938	K00135
PAGRI_06941	K22027
PAGRI_06942	K00484
PAGRI_06947	K07050
PAGRI_06950	K08194
PAGRI_06951	K12661
PAGRI_06957	K07240
PAGRI_06958	K07240
PAGRI_06960	K08323
PAGRI_06962	K00046
PAGRI_06963	K19776
PAGRI_06966	K10947
PAGRI_06968	K10218
PAGRI_06970	K12972
PAGRI_06972	K06016
PAGRI_06973	K01644
PAGRI_06976	K03436
PAGRI_06978	K03307
PAGRI_06979	K22024
PAGRI_06980	K19954
PAGRI_06981	K01714
PAGRI_06995	K07223
PAGRI_07000	K07574
PAGRI_07003	K05874
PAGRI_07005	K03446
PAGRI_07006	K03543
PAGRI_07007	K23777
PAGRI_07009	K02072
PAGRI_07010	K02071
PAGRI_07011	K02073
PAGRI_07014	K01821
PAGRI_07018	K03649
PAGRI_07021	K01607
PAGRI_07025	K06158
PAGRI_07030	K02030
PAGRI_07034	K20034
PAGRI_07035	K05710
PAGRI_07036	K07002
PAGRI_07037	K03119
PAGRI_07038	K00344
PAGRI_07045	K10010
PAGRI_07046	K10009
PAGRI_07047	K02424
PAGRI_07048	K01760
PAGRI_07057	K02014
PAGRI_07058	K02020
PAGRI_07059	K00428
PAGRI_07060	K21302
PAGRI_07061	K02433
PAGRI_07063	K00483
PAGRI_07064	K23470
PAGRI_07065	K04487
PAGRI_07069	K00817
PAGRI_07070	K00128
PAGRI_07071	K01652
PAGRI_07072	K03762
PAGRI_07073	K14057
PAGRI_07074	K00383
PAGRI_07075	K21607
PAGRI_07076	K03862
PAGRI_07079	K00799
PAGRI_07086	K02444
PAGRI_07087	K01633
PAGRI_07088	K01491
PAGRI_07089	K03522
PAGRI_07090	K03521
PAGRI_07093	K01433
PAGRI_07094	K01114
PAGRI_07100	K00259
PAGRI_07101	K02012
PAGRI_07102	K03430
PAGRI_07104	K02011
PAGRI_07105	K02010
PAGRI_07106	K19670
PAGRI_07107	K00206
PAGRI_07110	K03406
PAGRI_07111	K03430
PAGRI_07118	K20866
PAGRI_07124	K09780
PAGRI_07125	K01999
PAGRI_07126	K04090
PAGRI_07127	K16246
PAGRI_07129	K01796
PAGRI_07131	K01912
PAGRI_07133	K07068
PAGRI_07134	K15866
PAGRI_07137	K00102
PAGRI_07138	K00451
PAGRI_07139	K09780
PAGRI_07140	K00457
PAGRI_07142	K16171
PAGRI_07143	K07402
PAGRI_07147	K12256
PAGRI_07148	K01799
PAGRI_07149	K15357
PAGRI_07150	K18028
PAGRI_07151	K13995
PAGRI_07152	K22474
PAGRI_07155	K07303
PAGRI_07156	K07302
PAGRI_07161	K00128
PAGRI_07163	K07003
PAGRI_07167	K00311
PAGRI_07169	K00252
PAGRI_07175	K15551
PAGRI_07176	K15552
PAGRI_07177	K02049
PAGRI_07179	K22185
PAGRI_07180	K14274
PAGRI_07181	K13877
PAGRI_07187	K05296
PAGRI_07188	K00059
PAGRI_07189	K00091
PAGRI_07195	K07068
PAGRI_07199	K24012
PAGRI_07202	K13953
PAGRI_07208	K05548
PAGRI_07211	K01895
PAGRI_07214	K03522
PAGRI_07215	K03521
PAGRI_07216	K06034
PAGRI_07219	K18166
PAGRI_07220	K00812
PAGRI_07221	K00294
PAGRI_07223	K09709
PAGRI_07224	K00249
PAGRI_07225	K18289
PAGRI_07227	K01644
PAGRI_07228	K23463
PAGRI_07229	K05606
PAGRI_07230	K00355
PAGRI_07231	K01996
PAGRI_07232	K01995
PAGRI_07233	K01998
PAGRI_07234	K01997
PAGRI_07235	K01999
PAGRI_07237	K03566
PAGRI_07239	K00606
PAGRI_07242	K20265
PAGRI_07243	K01580
PAGRI_07245	K18369
PAGRI_07254	K13924
PAGRI_07256	K01426
PAGRI_07260	K00294
PAGRI_07261	K00311
PAGRI_07262	K07045
PAGRI_07263	K01915
PAGRI_07264	K00317
PAGRI_07267	K03522
PAGRI_07268	K03521
PAGRI_07273	K03297
PAGRI_07293	K19338
PAGRI_07295	K08369
PAGRI_07296	K01714
PAGRI_07298	K01560
PAGRI_07299	K01560
PAGRI_07303	K00135
PAGRI_07307	K09684
PAGRI_07308	K03762
PAGRI_07309	K07250
PAGRI_07312	K06878
PAGRI_07315	K03406
PAGRI_07316	K07498
PAGRI_07317	K22209
PAGRI_07318	K16135
PAGRI_07325	K00986
PAGRI_07330	K07317
PAGRI_07335	K03497
PAGRI_07344	K07483
PAGRI_07346	K03559
PAGRI_07347	K03559
PAGRI_07348	K03561
PAGRI_07349	K03832
PAGRI_07351	K02014
PAGRI_07354	K01426
PAGRI_07355	K03292
PAGRI_07357	K01897
PAGRI_07362	K00059
PAGRI_07363	K00249
PAGRI_07376	K01426
PAGRI_07379	K07498
PAGRI_07381	K07497
PAGRI_07388	K06919
PAGRI_07389	K03205
PAGRI_07391	K03196
PAGRI_07392	K03195
PAGRI_07393	K03204
PAGRI_07394	K03203
PAGRI_07395	K03200
PAGRI_07396	K03201
PAGRI_07397	K03199
PAGRI_07398	K03198
PAGRI_07399	K03197
PAGRI_07400	K03194
PAGRI_07403	K07733
PAGRI_07413	K03833
PAGRI_07414	K01042
PAGRI_07415	K02380
PAGRI_07416	K00127
PAGRI_07417	K00124
PAGRI_07418	K00123
PAGRI_07421	K01008
PAGRI_07422	K06917
PAGRI_07423	K07089
PAGRI_07425	K03710
PAGRI_07429	K13641
PAGRI_07431	K00059
PAGRI_07432	K13247
PAGRI_07433	K02106
PAGRI_07434	K03464
PAGRI_07435	K09780
PAGRI_07446	K03086
PAGRI_07450	K06894
PAGRI_07451	K09934
PAGRI_07453	K05825
PAGRI_07454	K18166
PAGRI_07455	K00128
PAGRI_07456	K09709
PAGRI_07457	K09990
PAGRI_07463	K01999
PAGRI_07469	K03762
PAGRI_07473	K08482
PAGRI_07475	K06075
PAGRI_07480	K01611
PAGRI_07483	K08989
PAGRI_07484	K00797
PAGRI_07487	K10544
PAGRI_07488	K10545
PAGRI_07489	K10543
PAGRI_07490	K01805
PAGRI_07491	K02529
PAGRI_07492	K01785
PAGRI_07494	K11073
PAGRI_07495	K06995
PAGRI_07501	K03457
PAGRI_07510	K03862
PAGRI_07511	K21607
PAGRI_07517	K08369
PAGRI_07521	K03322
PAGRI_07526	K09913
PAGRI_07534	K00457
PAGRI_07541	K02623
PAGRI_07542	K00449
PAGRI_07543	K00448
PAGRI_07544	K03746
PAGRI_07546	K03704
PAGRI_07548	K00666
PAGRI_07549	K10914
PAGRI_07550	K03406
PAGRI_07553	K18373
PAGRI_07567	K03219
PAGRI_07569	K03228
PAGRI_07571	K03224
PAGRI_07572	K03223
PAGRI_07574	K03222
PAGRI_07575	K18374
PAGRI_07576	K18373
PAGRI_07577	K03229
PAGRI_07578	K03230
PAGRI_07579	K18381
PAGRI_07580	K03225
PAGRI_07581	K03226
PAGRI_07582	K03227
PAGRI_07583	K18379
PAGRI_07584	K03220
PAGRI_07589	K03790
PAGRI_07595	K03086
PAGRI_07596	K02316
PAGRI_07597	K09117
PAGRI_07598	K02970
PAGRI_07600	K01409
PAGRI_07601	K09007
PAGRI_07602	K01662
PAGRI_07603	K00795
PAGRI_07604	K03602
PAGRI_07605	K00499
PAGRI_07606	K01011
PAGRI_07607	K01061
PAGRI_07608	K03885
PAGRI_07609	K02335
PAGRI_07611	K03566
PAGRI_07612	K07240
PAGRI_07613	K07240
PAGRI_07614	K01241
PAGRI_07616	K02204
PAGRI_07618	K23775
PAGRI_07619	K04063
PAGRI_07620	K01669
PAGRI_07624	K02020
PAGRI_07625	K02018
PAGRI_07626	K02017
PAGRI_07627	K02019
PAGRI_07632	K05596
PAGRI_07636	K07313
PAGRI_07637	K23275
PAGRI_07638	K19813
PAGRI_07639	K23274
PAGRI_07641	K16147
PAGRI_07642	K05343
PAGRI_07643	K00700
PAGRI_07644	K01214
PAGRI_07645	K01236
PAGRI_07646	K00705
PAGRI_07647	K06044
PAGRI_07650	K01273
PAGRI_07654	K03772
PAGRI_07656	K10764
PAGRI_07657	K00764
PAGRI_07658	K03558
PAGRI_07659	K03749
PAGRI_07660	K11754
PAGRI_07661	K01963
PAGRI_07662	K01695
PAGRI_07663	K00571
PAGRI_07664	K01696
PAGRI_07665	K01817
PAGRI_07666	K06173
PAGRI_07668	K00133
PAGRI_07669	K00052
PAGRI_07670	K01704
PAGRI_07672	K01703
PAGRI_07673	K01647
PAGRI_07674	K09159
PAGRI_07675	K00240
PAGRI_07676	K00239
PAGRI_07677	K00242
PAGRI_07678	K00241
PAGRI_07679	K03710
PAGRI_07680	K00024
PAGRI_07681	K01644
PAGRI_07682	K01659
PAGRI_07684	K01720
PAGRI_07685	K01681
PAGRI_07688	K07690
PAGRI_07689	K03286
PAGRI_07690	K02053
PAGRI_07691	K02054
PAGRI_07692	K02055
PAGRI_07693	K02052
PAGRI_07694	K00375
PAGRI_07697	K07734
PAGRI_07698	K17686
PAGRI_07699	K05875
PAGRI_07700	K00799
PAGRI_07701	K05973
PAGRI_07704	K15773
PAGRI_07706	K00074
PAGRI_07711	K07507
PAGRI_07714	K03704
PAGRI_07718	K18335
PAGRI_07719	K07046
PAGRI_07720	K00064
PAGRI_07721	K16850
PAGRI_07723	K02057
PAGRI_07724	K02056
PAGRI_07725	K10439
PAGRI_07728	K09181
PAGRI_07729	K03566
PAGRI_07732	K02837
PAGRI_07734	K07347
PAGRI_07735	K15540
PAGRI_07736	K07345
PAGRI_07737	K08368
PAGRI_07738	K00135
PAGRI_07739	K23107
PAGRI_07740	K10713
PAGRI_07741	K03746
PAGRI_07746	K07677
PAGRI_07750	K00384
PAGRI_07752	K09927
PAGRI_07757	K18900
PAGRI_07759	K08166
PAGRI_07760	K05847
PAGRI_07761	K05846
PAGRI_07762	K05845
PAGRI_07763	K05846
PAGRI_07764	K11264
PAGRI_07767	K19338
PAGRI_07769	K07506
PAGRI_07771	K02554
PAGRI_07773	K00830
PAGRI_07776	K24163
PAGRI_07780	K16216
PAGRI_07781	K13875
PAGRI_07783	K13876
PAGRI_07784	K07659
PAGRI_07789	K01687
PAGRI_07795	K03413
PAGRI_07799	K03407
PAGRI_07802	K09958
PAGRI_07805	K00060
PAGRI_07806	K00639
PAGRI_07807	K23779
