PFUNG_00005	K06916
PFUNG_05961	K02483
PFUNG_05962	K02056
PFUNG_05963	K02057
PFUNG_05964	K02058
PFUNG_05970	K02106
PFUNG_06000	K00059
PFUNG_06006	K05817
PFUNG_06020	K03321
PFUNG_06024	K00014
PFUNG_06028	K00077
PFUNG_06033	K07217
PFUNG_06034	K03574
PFUNG_06037	K06131
PFUNG_06039	K07240
PFUNG_06047	K00615
PFUNG_06048	K00615
PFUNG_06053	K08191
PFUNG_06054	K02529
PFUNG_06055	K18981
PFUNG_06077	K13021
PFUNG_06080	K07046
PFUNG_06082	K13021
PFUNG_06083	K01053
PFUNG_06084	K00058
PFUNG_06085	K10218
PFUNG_06088	K01477
PFUNG_06089	K09967
PFUNG_06090	K02028
PFUNG_06091	K02029
PFUNG_06093	K09967
PFUNG_06094	K09967
PFUNG_06095	K02030
PFUNG_06100	K01501
PFUNG_06103	K03781
PFUNG_06108	K00641
PFUNG_06109	K00318
PFUNG_06113	K02030
PFUNG_06114	K03761
PFUNG_06115	K01681
PFUNG_06118	K07799
PFUNG_06119	K18139
PFUNG_06120	K02483
PFUNG_06121	K02483
PFUNG_06130	K06988
PFUNG_06131	K03651
PFUNG_06142	K02026
PFUNG_06143	K02025
PFUNG_06145	K02027
PFUNG_06147	K10112
PFUNG_06148	K19337
PFUNG_06155	K05712
PFUNG_06158	K06133
PFUNG_06163	K00101
PFUNG_06164	K00988
PFUNG_06168	K03719
PFUNG_06170	K02529
PFUNG_06174	K01601
PFUNG_06175	K23247
PFUNG_06177	K03606
PFUNG_06183	K12996
PFUNG_06184	K01991
PFUNG_06186	K16692
PFUNG_06198	K12132
PFUNG_06203	K18139
PFUNG_06205	K02022
PFUNG_06207	K06147
PFUNG_06213	K17850
PFUNG_06214	K17836
PFUNG_06219	K08369
PFUNG_06220	K00801
PFUNG_06223	K02050
PFUNG_06224	K02049
PFUNG_06225	K02051
PFUNG_06226	K07774
PFUNG_06227	K07649
PFUNG_06228	K07649
PFUNG_06229	K07774
PFUNG_06240	K02443
PFUNG_06241	K00803
PFUNG_06242	K00111
PFUNG_06243	K00864
PFUNG_06244	K08368
PFUNG_06246	K05375
PFUNG_06249	K23228
PFUNG_06250	K13255
PFUNG_06251	K23227
PFUNG_06252	K06160
PFUNG_06255	K10531
PFUNG_06260	K02014
PFUNG_06261	K00031
PFUNG_06264	K07126
PFUNG_06270	K03300
PFUNG_06273	K05799
PFUNG_06275	K01706
PFUNG_06276	K01707
PFUNG_06278	K02030
PFUNG_06287	K19736
PFUNG_06289	K21405
PFUNG_06290	K07222
PFUNG_06291	K08369
PFUNG_06292	K00018
PFUNG_06294	K01640
PFUNG_06302	K21829
PFUNG_06303	K19744
PFUNG_06304	K10013
PFUNG_06305	K00285
PFUNG_06307	K01061
PFUNG_06308	K19302
PFUNG_06309	K00567
PFUNG_06311	K10439
PFUNG_06313	K01531
PFUNG_06316	K03286
PFUNG_06318	K01420
PFUNG_06320	K05799
PFUNG_06321	K13060
PFUNG_06325	K01053
PFUNG_06326	K02055
PFUNG_06327	K02052
PFUNG_06328	K02054
PFUNG_06329	K02053
PFUNG_06333	K00640
PFUNG_06339	K07093
PFUNG_06346	K00681
PFUNG_06349	K22468
PFUNG_06350	K03306
PFUNG_06355	K01495
PFUNG_06358	K01031
PFUNG_06359	K01032
PFUNG_06360	K01857
PFUNG_06361	K01055
PFUNG_06362	K01607
PFUNG_06363	K22294
PFUNG_06364	K20449
PFUNG_06365	K09740
PFUNG_06368	K01997
PFUNG_06368	K01998
PFUNG_06369	K01995
PFUNG_06370	K01996
PFUNG_06371	K15358
PFUNG_06372	K18029
PFUNG_06373	K18030
PFUNG_06374	K01999
PFUNG_06375	K07486
PFUNG_06378	K00822
PFUNG_06385	K07577
PFUNG_06386	K10747
PFUNG_06393	K20534
PFUNG_06395	K13669
PFUNG_06396	K02651
PFUNG_06397	K02278
PFUNG_06398	K02279
PFUNG_06399	K02280
PFUNG_06401	K02282
PFUNG_06402	K02283
PFUNG_06403	K12510
PFUNG_06404	K12511
PFUNG_06419	K02030
PFUNG_06420	K02029
PFUNG_06422	K01479
PFUNG_06426	K03543
PFUNG_06427	K03446
PFUNG_06429	K00626
PFUNG_06431	K03317
PFUNG_06432	K01489
PFUNG_06433	K01239
PFUNG_06434	K00077
PFUNG_06436	K02055
PFUNG_06437	K00303
PFUNG_06439	K22550
PFUNG_06440	K02053
PFUNG_06441	K02054
PFUNG_06442	K02052
PFUNG_06445	K10823
PFUNG_06446	K15583
PFUNG_06447	K15582
PFUNG_06448	K15581
PFUNG_06449	K15580
PFUNG_06452	K03305
PFUNG_06454	K00375
PFUNG_06455	K01119
PFUNG_06456	K07126
PFUNG_06461	K07395
PFUNG_06462	K02571
PFUNG_06463	K02570
PFUNG_06464	K02567
PFUNG_06465	K02568
PFUNG_06466	K02569
PFUNG_06467	K02193
PFUNG_06468	K02194
PFUNG_06469	K02195
PFUNG_06471	K02197
PFUNG_06472	K02198
PFUNG_06473	K02199
PFUNG_06474	K02200
PFUNG_06475	K02200
PFUNG_06477	K07058
PFUNG_06479	K03406
PFUNG_06486	K03772
PFUNG_06492	K18100
PFUNG_06494	K18101
PFUNG_06495	K03446
PFUNG_06496	K12990
PFUNG_06498	K03543
PFUNG_06501	K02480
PFUNG_06503	K03307
PFUNG_06505	K02557
PFUNG_06506	K02556
PFUNG_06509	K22278
PFUNG_06512	K07006
PFUNG_06514	K00033
PFUNG_06519	K06194
PFUNG_06520	K01620
PFUNG_06521	K08169
PFUNG_06522	K00688
PFUNG_06529	K04102
PFUNG_06530	K07795
PFUNG_06531	K01759
PFUNG_06532	K07794
PFUNG_06533	K07793
PFUNG_06534	K07240
PFUNG_06535	K07240
PFUNG_06536	K00799
PFUNG_06541	K06893
PFUNG_06543	K02073
PFUNG_06544	K06987
PFUNG_06545	K10013
PFUNG_06546	K02055
PFUNG_06550	K07027
PFUNG_06553	K06162
PFUNG_06554	K05780
PFUNG_06555	K05781
PFUNG_06556	K06163
PFUNG_06557	K06164
PFUNG_06558	K06165
PFUNG_06559	K06166
PFUNG_06560	K02043
PFUNG_06562	K05774
PFUNG_06563	K14057
PFUNG_06564	K01451
PFUNG_06565	K03762
PFUNG_06566	K02624
PFUNG_06567	K22186
PFUNG_06570	K06145
PFUNG_06571	K05799
PFUNG_06572	K08319
PFUNG_06573	K21948
PFUNG_06574	K22130
PFUNG_06575	K22131
PFUNG_06576	K22025
PFUNG_06577	K00632
PFUNG_06580	K09824
PFUNG_06581	K02483
PFUNG_06582	K03928
PFUNG_06584	K07001
PFUNG_06593	K05275
PFUNG_06597	K00355
PFUNG_06599	K01066
PFUNG_06600	K07107
PFUNG_06601	K17735
PFUNG_06603	K02002
PFUNG_06604	K17736
PFUNG_06607	K00135
PFUNG_06608	K00823
PFUNG_06609	K00375
PFUNG_06611	K02042
PFUNG_06612	K02044
PFUNG_06613	K02041
PFUNG_06616	K15371
PFUNG_06618	K23107
PFUNG_06621	K18900
PFUNG_06622	K01066
PFUNG_06623	K18901
PFUNG_06624	K18902
PFUNG_06625	K18903
PFUNG_06626	K02073
PFUNG_06627	K20938
PFUNG_06628	K02071
PFUNG_06629	K02072
PFUNG_06631	K03322
PFUNG_06632	K02402
PFUNG_06633	K02403
PFUNG_06634	K07112
PFUNG_06641	K02431
PFUNG_06643	K15977
PFUNG_06645	K08166
PFUNG_06648	K21062
PFUNG_06649	K12658
PFUNG_06650	K21061
PFUNG_06651	K22550
PFUNG_06652	K22549
PFUNG_06657	K00457
PFUNG_06658	K03786
PFUNG_06659	K00014
PFUNG_06660	K08194
PFUNG_06662	K09471
PFUNG_06665	K13876
PFUNG_06669	K10554
PFUNG_06670	K10553
PFUNG_06671	K10552
PFUNG_06674	K01999
PFUNG_06676	K01483
PFUNG_06677	K21087
PFUNG_06678	K02529
PFUNG_06679	K10111
PFUNG_06680	K12308
PFUNG_06681	K02027
PFUNG_06682	K02025
PFUNG_06683	K02026
PFUNG_06684	K03832
PFUNG_06685	K03559
PFUNG_06686	K03561
PFUNG_06691	K10439
PFUNG_06692	K10441
PFUNG_06693	K10440
PFUNG_06694	K00852
PFUNG_06698	K02556
PFUNG_06699	K02557
PFUNG_06703	K09796
PFUNG_06705	K02014
PFUNG_06720	K22474
PFUNG_06721	K06151
PFUNG_06722	K06152
PFUNG_06724	K01703
PFUNG_06725	K08369
PFUNG_06726	K02336
PFUNG_06731	K14057
PFUNG_06733	K09471
PFUNG_06734	K09471
PFUNG_06736	K11074
PFUNG_06737	K11075
PFUNG_06738	K11076
PFUNG_06739	K11073
PFUNG_06740	K12256
PFUNG_06741	K01915
PFUNG_06742	K07010
PFUNG_06745	K01480
PFUNG_06749	K03077
PFUNG_06751	K15554
PFUNG_06752	K15554
PFUNG_06753	K15553
PFUNG_06755	K04091
PFUNG_06757	K03832
PFUNG_06758	K03561
PFUNG_06759	K03560
PFUNG_06761	K02014
PFUNG_06766	K03566
PFUNG_06769	K03530
PFUNG_06770	K01626
PFUNG_06773	K07493
PFUNG_06775	K00253
PFUNG_06776	K01969
PFUNG_06777	K13766
PFUNG_06778	K01968
PFUNG_06781	K09471
PFUNG_06782	K06995
PFUNG_06785	K08173
PFUNG_06786	K00014
PFUNG_06789	K00041
PFUNG_06791	K10439
PFUNG_06792	K10440
PFUNG_06793	K10441
PFUNG_06794	K05799
PFUNG_06798	K09930
PFUNG_06803	K11209
PFUNG_06804	K16137
PFUNG_06806	K03671
PFUNG_06807	K06196
PFUNG_06808	K08344
PFUNG_06814	K07001
PFUNG_06815	K15977
PFUNG_06817	K03885
PFUNG_06820	K22296
PFUNG_06821	K18030
PFUNG_06822	K13995
PFUNG_06823	K18028
PFUNG_06824	K15357
PFUNG_06825	K01799
PFUNG_06826	K14974
PFUNG_06827	K18029
PFUNG_06828	K18030
PFUNG_06832	K07058
PFUNG_06835	K01521
PFUNG_06836	K21801
PFUNG_06838	K00299
PFUNG_06840	K03741
PFUNG_06841	K03746
PFUNG_06845	K01560
PFUNG_06846	K21883
PFUNG_06848	K12661
PFUNG_06849	K18337
PFUNG_06851	K03534
PFUNG_06853	K10562
PFUNG_06854	K10560
PFUNG_06855	K10561
PFUNG_06856	K10559
PFUNG_06861	K06204
PFUNG_06862	K03696
PFUNG_06864	K00425
PFUNG_06865	K00426
PFUNG_06866	K08994
PFUNG_06869	K02112
PFUNG_06871	K07223
PFUNG_06876	K02010
PFUNG_06877	K02011
PFUNG_06878	K02012
PFUNG_06879	K07774
PFUNG_06880	K07649
PFUNG_06881	K15576
PFUNG_06882	K07183
PFUNG_06883	K03449
PFUNG_06885	K02518
PFUNG_06888	K21829
PFUNG_06889	K07397
PFUNG_06890	K09471
PFUNG_06892	K01915
PFUNG_06895	K02639
PFUNG_06896	K21405
PFUNG_06899	K06901
PFUNG_06903	K07403
PFUNG_06906	K01895
PFUNG_06907	K00140
PFUNG_06908	K00020
PFUNG_06919	K01425
PFUNG_06920	K03446
PFUNG_06921	K06999
PFUNG_06922	K03569
PFUNG_06925	K01647
PFUNG_06930	K01607
PFUNG_06931	K04063
PFUNG_06933	K16137
PFUNG_06936	K11741
PFUNG_06940	K13816
PFUNG_06941	K14051
PFUNG_06942	K03724
PFUNG_06946	K18991
PFUNG_06950	K08995
PFUNG_06954	K03092
PFUNG_06955	K12252
PFUNG_06957	K05799
PFUNG_06958	K18928
PFUNG_06959	K18929
PFUNG_06960	K00782
PFUNG_06964	K10844
PFUNG_06965	K00433
PFUNG_06966	K22044
PFUNG_06971	K02282
PFUNG_06973	K03462
PFUNG_06975	K15495
PFUNG_06977	K15790
PFUNG_06978	K02019
PFUNG_06982	K00472
PFUNG_06986	K02688
PFUNG_06987	K24119
PFUNG_06988	K03387
PFUNG_06989	K00496
PFUNG_06990	K15977
PFUNG_06991	K06911
PFUNG_06993	K01505
PFUNG_06995	K07305
PFUNG_06996	K07304
PFUNG_07000	K00832
PFUNG_07002	K00077
PFUNG_07004	K05712
PFUNG_07009	K13541
PFUNG_07010	K03394
PFUNG_07011	K06042
PFUNG_07012	K02229
PFUNG_07013	K00595
PFUNG_07014	K05895
PFUNG_07015	K05936
PFUNG_07016	K11073
PFUNG_07017	K01480
PFUNG_07018	K03566
PFUNG_07019	K13652
PFUNG_07024	K01673
PFUNG_07037	K01999
PFUNG_07041	K00799
PFUNG_07044	K01768
PFUNG_07050	K06938
PFUNG_07052	K00799
PFUNG_07054	K03307
PFUNG_07056	K05595
PFUNG_07059	K09882
PFUNG_07062	K23274
PFUNG_07063	K19813
PFUNG_07064	K23275
PFUNG_07065	K00615
PFUNG_07066	K06916
PFUNG_07070	K01214
PFUNG_07072	K13924
PFUNG_07073	K01623
PFUNG_07074	K03671
PFUNG_07078	K03291
PFUNG_07079	K00033
PFUNG_07082	K01621
PFUNG_07083	K00925
PFUNG_07085	K00285
PFUNG_07089	K09915
PFUNG_07090	K07274
PFUNG_07091	K03928
PFUNG_07095	K04091
PFUNG_07096	K15553
PFUNG_07098	K03569
PFUNG_07100	K07665
PFUNG_07101	K07644
PFUNG_07107	K02014
PFUNG_07108	K07165
PFUNG_07109	K23514
PFUNG_07110	K07044
PFUNG_07121	K23359
PFUNG_07122	K23537
PFUNG_07123	K23359
PFUNG_07124	K23536
PFUNG_07125	K23535
PFUNG_07126	K07335
PFUNG_07127	K01457
PFUNG_07129	K23536
PFUNG_07130	K23535
PFUNG_07134	K03892
PFUNG_07136	K03741
PFUNG_07137	K03325
PFUNG_07138	K00537
PFUNG_07139	K11811
PFUNG_07141	K00619
PFUNG_07143	K07645
PFUNG_07144	K07666
PFUNG_07152	K01537
PFUNG_07154	K05805
PFUNG_07158	K07001
PFUNG_07161	K01551
PFUNG_07166	K07112
PFUNG_07167	K07112
PFUNG_07177	K22736
PFUNG_07185	K04763
PFUNG_07198	K03497
PFUNG_07199	K03496
PFUNG_07202	K20531
PFUNG_07203	K20532
PFUNG_07204	K20533
PFUNG_07215	K03546
PFUNG_07220	K19170
PFUNG_07221	K04763
PFUNG_07224	K03746
PFUNG_07233	K19166
PFUNG_07234	K18831
PFUNG_07271	K03746
PFUNG_07273	K14162
PFUNG_07274	K14161
PFUNG_07275	K14160
PFUNG_07279	K03733
PFUNG_07283	K01971
PFUNG_07299	K07498
PFUNG_07300	K07486
PFUNG_07302	K01055
PFUNG_07303	K09022
PFUNG_07306	K01995
PFUNG_07307	K01996
PFUNG_07308	K01997
PFUNG_07309	K01998
PFUNG_07310	K01999
PFUNG_07312	K00018
PFUNG_07313	K00135
PFUNG_07314	K00108
PFUNG_07315	K21395
PFUNG_07317	K03521
PFUNG_07318	K03522
PFUNG_07319	K18661
PFUNG_07321	K16173
PFUNG_07322	K15532
PFUNG_07323	K10218
PFUNG_07324	K01026
PFUNG_07325	K01796
PFUNG_07327	K07486
PFUNG_07328	K07498
PFUNG_07329	K07486
PFUNG_07330	K18320
PFUNG_07331	K07486
PFUNG_07333	K23356
PFUNG_07334	K00626
PFUNG_07335	K00666
PFUNG_07338	K02106
PFUNG_07339	K00459
PFUNG_07340	K09709
PFUNG_07341	K00249
PFUNG_07342	K01644
PFUNG_07343	K03521
PFUNG_07344	K03522
PFUNG_07346	K07498
PFUNG_07348	K01644
PFUNG_07349	K18289
PFUNG_07350	K00249
PFUNG_07351	K09709
PFUNG_07354	K03761
PFUNG_07355	K00135
PFUNG_07356	K01652
PFUNG_07357	K19338
PFUNG_07359	K00799
PFUNG_07360	K00058
PFUNG_07363	K10674
PFUNG_07364	K00128
PFUNG_07366	K00018
PFUNG_07367	K18289
PFUNG_07368	K08691
PFUNG_07369	K00077
PFUNG_07374	K07483
PFUNG_07378	K00018
PFUNG_07381	K21395
PFUNG_07382	K00135
PFUNG_07385	K18209
PFUNG_07387	K00108
PFUNG_07388	K03521
PFUNG_07389	K03522
PFUNG_07390	K00433
PFUNG_07395	K11753
PFUNG_07401	K00986
PFUNG_07411	K04763
PFUNG_07412	K04763
PFUNG_07416	K07486
PFUNG_07421	K07171
PFUNG_07422	K07172
PFUNG_07423	K21309
PFUNG_07425	K23356
PFUNG_07426	K00626
PFUNG_07427	K00666
PFUNG_07430	K02106
PFUNG_07431	K00459
PFUNG_07432	K09709
PFUNG_07433	K00249
PFUNG_07434	K01644
PFUNG_07435	K03521
PFUNG_07436	K03522
PFUNG_07440	K07498
PFUNG_07443	K05516
PFUNG_07444	K18997
PFUNG_07450	K02575
PFUNG_07451	K03769
PFUNG_07452	K00374
PFUNG_07453	K00373
PFUNG_07454	K00371
PFUNG_07455	K00370
PFUNG_07456	K07234
PFUNG_07457	K07213
PFUNG_07459	K00240
PFUNG_07468	K12339
PFUNG_07470	K00459
PFUNG_07473	K08995
PFUNG_07476	K07168
PFUNG_07483	K02115
PFUNG_07486	K02111
PFUNG_07487	K02109
PFUNG_07488	K02110
PFUNG_07489	K02108
PFUNG_07491	K02116
PFUNG_07492	K02114
PFUNG_07493	K02112
PFUNG_07494	K00208
PFUNG_07495	K00925
PFUNG_07496	K00625
PFUNG_07497	K03821
PFUNG_07500	K01420
PFUNG_07504	K02275
PFUNG_07505	K02274
PFUNG_07508	K07112
PFUNG_07512	K07090
PFUNG_07513	K17218
PFUNG_07517	K01420
PFUNG_07524	K07498
PFUNG_07528	K07117
PFUNG_07529	K03530
PFUNG_07532	K03530
PFUNG_07537	K03688
PFUNG_07538	K22468
PFUNG_07541	K03744
PFUNG_07542	K06872
PFUNG_07547	K03798
PFUNG_07549	K08153
PFUNG_07551	K03688
PFUNG_07552	K17686
PFUNG_07553	K01470
PFUNG_07556	K00789
PFUNG_07558	K22552
PFUNG_07560	K07213
PFUNG_07561	K19591
PFUNG_07568	K07507
PFUNG_07572	K07267
PFUNG_07573	K22736
PFUNG_07576	K03284
PFUNG_07582	K19059
PFUNG_07583	K00221
PFUNG_07584	K00520
PFUNG_07585	K19058
PFUNG_07586	K08364
PFUNG_07587	K08363
PFUNG_07588	K08365
PFUNG_07589	K04084
PFUNG_07594	K04751
PFUNG_07596	K07787
PFUNG_07597	K07798
PFUNG_07603	K19591
PFUNG_07606	K19591
PFUNG_07607	K24158
PFUNG_07609	K07089
PFUNG_07636	K09824
PFUNG_07640	K07483
PFUNG_07641	K07666
PFUNG_07642	K02484
PFUNG_07644	K02039
PFUNG_07647	K02040
PFUNG_07650	K04771
PFUNG_07653	K03640
PFUNG_07658	K05874
PFUNG_07660	K07774
PFUNG_07662	K02050
PFUNG_07663	K02049
PFUNG_07664	K02051
PFUNG_07665	K02484
PFUNG_07666	K02483
PFUNG_07680	K15725
PFUNG_07692	K03640
PFUNG_07702	K07089
PFUNG_07704	K07213
PFUNG_07705	K07644
PFUNG_07706	K07665
PFUNG_07709	K22348
PFUNG_07711	K07156
PFUNG_07712	K07245
PFUNG_07716	K07798
PFUNG_07717	K07787
PFUNG_07719	K04084
PFUNG_07725	K04751
PFUNG_07732	K00428
PFUNG_07733	K01114
PFUNG_07751	K07498
PFUNG_07754	K08369
PFUNG_07755	K01055
PFUNG_07757	K00480
PFUNG_07761	K01055
PFUNG_07771	K08369
PFUNG_07774	K08369
PFUNG_07775	K09788
PFUNG_07778	K01055
PFUNG_07780	K00480
PFUNG_07792	K22187
PFUNG_07793	K23016
PFUNG_07795	K10674
PFUNG_07800	K07117
PFUNG_07804	K08364
PFUNG_07805	K08363
PFUNG_07806	K08365
PFUNG_07810	K09930
PFUNG_07812	K15977
PFUNG_07814	K07644
PFUNG_07815	K07665
PFUNG_07818	K22348
PFUNG_07820	K07156
PFUNG_07828	K01470
PFUNG_07830	K00384
PFUNG_07832	K03322
PFUNG_07834	K07089
PFUNG_07836	K01155
PFUNG_07840	K07399
PFUNG_07846	K17686
PFUNG_07847	K07213
PFUNG_07848	K19591
PFUNG_07855	K07117
PFUNG_07857	K18918
PFUNG_07862	K19713
PFUNG_07866	K10938
PFUNG_07869	K03981
PFUNG_07870	K07090
PFUNG_07871	K17725
PFUNG_07872	K17218
PFUNG_07874	K02274
PFUNG_07876	K07112
PFUNG_07877	K07112
PFUNG_07879	K02020
PFUNG_07881	K00528
PFUNG_07883	K19713
PFUNG_07884	K00404
PFUNG_07885	K00405
PFUNG_07887	K10938
PFUNG_07888	K21900
PFUNG_07890	K03281
PFUNG_07891	K02274
PFUNG_07893	K00024
PFUNG_07902	K09137
PFUNG_07903	K06199
PFUNG_07911	K01053
PFUNG_07913	K15977
PFUNG_07917	K00034
PFUNG_07918	K02297
PFUNG_07919	K02298
PFUNG_07920	K02299
PFUNG_07921	K02300
PFUNG_07926	K22736
PFUNG_07934	K07089
PFUNG_07936	K07213
PFUNG_07937	K07644
PFUNG_07938	K07665
PFUNG_07941	K22348
PFUNG_07943	K07156
PFUNG_07953	K07112
PFUNG_07954	K07112
PFUNG_07959	K07666
PFUNG_07960	K02484
PFUNG_07963	K02039
PFUNG_07966	K15727
PFUNG_07967	K15725
PFUNG_07968	K02483
PFUNG_07969	K02484
PFUNG_07975	K00411
PFUNG_07988	K03424
PFUNG_07997	K04763
PFUNG_08003	K14162
PFUNG_08004	K14161
PFUNG_08005	K14160
PFUNG_08014	K07117
PFUNG_08028	K03169
PFUNG_08035	K07126
PFUNG_08038	K12060
PFUNG_08039	K12061
PFUNG_08040	K12062
PFUNG_08042	K12063
PFUNG_08044	K12064
PFUNG_08045	K12065
PFUNG_08046	K12066
PFUNG_08047	K12067
PFUNG_08048	K12068
PFUNG_08051	K03673
PFUNG_08052	K12276
PFUNG_08055	K12057
PFUNG_08056	K12072
PFUNG_08057	K07394
PFUNG_08061	K07484
PFUNG_08062	K07484
PFUNG_08072	K12217
PFUNG_08074	K03581
PFUNG_08108	K03981
PFUNG_08112	K18640
PFUNG_08114	K12056
PFUNG_08117	K09882
PFUNG_08140	K07394
PFUNG_08150	K12276
PFUNG_08154	K03286
PFUNG_08157	K03496
PFUNG_08158	K03497
PFUNG_08163	K16264
PFUNG_08166	K01534
PFUNG_08168	K07238
PFUNG_08170	K15725
PFUNG_08171	K15727
PFUNG_08172	K15726
PFUNG_08173	K07665
PFUNG_08174	K07644
PFUNG_08182	K07152
PFUNG_08185	K07798
PFUNG_08186	K07787
PFUNG_08188	K04084
PFUNG_08194	K04751
PFUNG_08197	K03673
PFUNG_08200	K08738
PFUNG_08202	K07245
PFUNG_08203	K07156
PFUNG_08211	K19591
PFUNG_08214	K06196
PFUNG_08219	K00986
PFUNG_08223	K17686
PFUNG_08224	K19591
PFUNG_08225	K07213
PFUNG_08226	K17725
PFUNG_08227	K24158
PFUNG_08228	K03969
PFUNG_08230	K17950
PFUNG_08232	K00384
PFUNG_08235	K19591
PFUNG_08236	K03076
PFUNG_08237	K13292
PFUNG_08238	K03646
PFUNG_08242	K17686
PFUNG_08244	K07235
PFUNG_08253	K17686
PFUNG_08255	K19591
PFUNG_08257	K06196
PFUNG_08259	K00221
