PTERE_00001	K02313
PTERE_06571	K04063
PTERE_06572	K04063
PTERE_06576	K06889
PTERE_06578	K03496
PTERE_06579	K07275
PTERE_06581	K00355
PTERE_06584	K01673
PTERE_06585	K00098
PTERE_06587	K00812
PTERE_06588	K19338
PTERE_06589	K02160
PTERE_06590	K01961
PTERE_06591	K23123
PTERE_06592	K23124
PTERE_06593	K02160
PTERE_06594	K07160
PTERE_06596	K01595
PTERE_06597	K00090
PTERE_06598	K02029
PTERE_06599	K02029
PTERE_06600	K02028
PTERE_06601	K02030
PTERE_06602	K00851
PTERE_06603	K00046
PTERE_06612	K07552
PTERE_06614	K03522
PTERE_06615	K03521
PTERE_06619	K00450
PTERE_06621	K00146
PTERE_06622	K01692
PTERE_06624	K00529
PTERE_06625	K04755
PTERE_06626	K10805
PTERE_06627	K02182
PTERE_06628	K00059
PTERE_06631	K00529
PTERE_06637	K00077
PTERE_06652	K17315
PTERE_06653	K12308
PTERE_06660	K00411
PTERE_06663	K08224
PTERE_06668	K02406
PTERE_06671	K10680
PTERE_06678	K01561
PTERE_06681	K15555
PTERE_06682	K15554
PTERE_06683	K15553
PTERE_06687	K20938
PTERE_06691	K15552
PTERE_06692	K10831
PTERE_06693	K15551
PTERE_06694	K09022
PTERE_06695	K03710
PTERE_06716	K01673
PTERE_06725	K19338
PTERE_06726	K10221
PTERE_06727	K11103
PTERE_06730	K03710
PTERE_06731	K01857
PTERE_06732	K11103
PTERE_06735	K18991
PTERE_06738	K00426
PTERE_06739	K08640
PTERE_06743	K05275
PTERE_06746	K15553
PTERE_06747	K15553
PTERE_06748	K02050
PTERE_06749	K02049
PTERE_06750	K02051
PTERE_06753	K00433
PTERE_06756	K15553
PTERE_06761	K04091
PTERE_06764	K02049
PTERE_06765	K02050
PTERE_06766	K02051
PTERE_06769	K03710
PTERE_06770	K07789
PTERE_06772	K00018
PTERE_06773	K00615
PTERE_06777	K00615
PTERE_06778	K00615
PTERE_06779	K03566
PTERE_06780	K01707
PTERE_06781	K01706
PTERE_06782	K07404
PTERE_06783	K00042
PTERE_06784	K01630
PTERE_06785	K13877
PTERE_06786	K05799
PTERE_06788	K02406
PTERE_06790	K23466
PTERE_06791	K11904
PTERE_06796	K23465
PTERE_06797	K23462
PTERE_06798	K23464
PTERE_06799	K23463
PTERE_06801	K02055
PTERE_06802	K02054
PTERE_06803	K02053
PTERE_06804	K02052
PTERE_06805	K23466
PTERE_06806	K09958
PTERE_06807	K01999
PTERE_06808	K01997
PTERE_06809	K01995
PTERE_06809	K01998
PTERE_06810	K01996
PTERE_06811	K02106
PTERE_06814	K17103
PTERE_06818	K07665
PTERE_06819	K07644
PTERE_06823	K07326
PTERE_06827	K15125
PTERE_06829	K07675
PTERE_06830	K07689
PTERE_06831	K06139
PTERE_06832	K06138
PTERE_06833	K06137
PTERE_06834	K06136
PTERE_06836	K00202
PTERE_06837	K00672
PTERE_06838	K00200
PTERE_06839	K00201
PTERE_06840	K01814
PTERE_06841	K06914
PTERE_06842	K07072
PTERE_06843	K07144
PTERE_06844	K09733
PTERE_06845	K09154
PTERE_06847	K01601
PTERE_06848	K01602
PTERE_06851	K00855
PTERE_06854	K18853
PTERE_06855	K21405
PTERE_06856	K01633
PTERE_06858	K10713
PTERE_06859	K05966
PTERE_06860	K15740
PTERE_06861	K01499
PTERE_06862	K06913
PTERE_06863	K10714
PTERE_06864	K06984
PTERE_06865	K01724
PTERE_06866	K23995
PTERE_06870	K21703
PTERE_06872	K06200
PTERE_06873	K02480
PTERE_06875	K06193
PTERE_06880	K00059
PTERE_06884	K01560
PTERE_06885	K07323
PTERE_06886	K03521
PTERE_06887	K03522
PTERE_06888	K01644
PTERE_06889	K19338
PTERE_06890	K08369
PTERE_06891	K18289
PTERE_06892	K00249
PTERE_06893	K09709
PTERE_06894	K00988
PTERE_06895	K09129
PTERE_06902	K01434
PTERE_06909	K02355
PTERE_06922	K00303
PTERE_06924	K22550
PTERE_06926	K02053
PTERE_06927	K02054
PTERE_06928	K02052
PTERE_06929	K02055
PTERE_06931	K09913
PTERE_06932	K11741
PTERE_06934	K00375
PTERE_06937	K00014
PTERE_06938	K04063
PTERE_06947	K00355
PTERE_06953	K17468
PTERE_06955	K03299
PTERE_06956	K03561
PTERE_06959	K00077
PTERE_06962	K03119
PTERE_06964	K02049
PTERE_06965	K02050
PTERE_06967	K04091
PTERE_06969	K00640
PTERE_06972	K11717
PTERE_06974	K20938
PTERE_06976	K02056
PTERE_06977	K02057
PTERE_06979	K02058
PTERE_06981	K02050
PTERE_06982	K02051
PTERE_06983	K02049
PTERE_06986	K18991
PTERE_06987	K16137
PTERE_06991	K00384
PTERE_06993	K08304
PTERE_06998	K20074
PTERE_07000	K11902
PTERE_07001	K11901
PTERE_07002	K11900
PTERE_07003	K11903
PTERE_07004	K11898
PTERE_07005	K11897
PTERE_07006	K11896
PTERE_07007	K11895
PTERE_07008	K11907
PTERE_07010	K11904
PTERE_07011	K07169
PTERE_07012	K11893
PTERE_07013	K11892
PTERE_07014	K11891
PTERE_07015	K11890
PTERE_07053	K03746
PTERE_07069	K03307
PTERE_07075	K01265
PTERE_07076	K18199
PTERE_07079	K08172
PTERE_07080	K05524
PTERE_07083	K07486
PTERE_07085	K07450
PTERE_07086	K00384
PTERE_07088	K02336
PTERE_07089	K13529
PTERE_07091	K18900
PTERE_07093	K16137
PTERE_07099	K02035
PTERE_07100	K12979
PTERE_07101	K03762
PTERE_07103	K00626
PTERE_07107	K11209
PTERE_07109	K03676
PTERE_07110	K09983
PTERE_07111	K03671
PTERE_07113	K16137
PTERE_07118	K00626
PTERE_07119	K03671
PTERE_07121	K00567
PTERE_07124	K09959
PTERE_07129	K07715
PTERE_07153	K07326
PTERE_07156	K15125
PTERE_07163	K07486
PTERE_07168	K07039
PTERE_07172	K03695
PTERE_07173	K04068
PTERE_07174	K04067
PTERE_07183	K16137
PTERE_07184	K10680
PTERE_07198	K15977
PTERE_07199	K03929
PTERE_07200	K08195
PTERE_07204	K09780
PTERE_07205	K00452
PTERE_07206	K00217
PTERE_07207	K09780
PTERE_07208	K01501
PTERE_07209	K14393
PTERE_07212	K03406
PTERE_07214	K07404
PTERE_07215	K16137
PTERE_07216	K11209
PTERE_07222	K12976
PTERE_07223	K22296
PTERE_07224	K10680
PTERE_07225	K16137
PTERE_07226	K18901
PTERE_07235	K24116
PTERE_07236	K09984
PTERE_07243	K23775
PTERE_07246	K03406
PTERE_07247	K00382
PTERE_07250	K18900
PTERE_07251	K01066
PTERE_07256	K09930
PTERE_07258	K15977
PTERE_07262	K16137
PTERE_07265	K13028
PTERE_07266	K00108
PTERE_07268	K03449
PTERE_07272	K24012
PTERE_07277	K06223
PTERE_07280	K06015
PTERE_07287	K01971
PTERE_07323	K10220
PTERE_07324	K13021
PTERE_07326	K19338
PTERE_07327	K16874
PTERE_07328	K03186
PTERE_07329	K16877
PTERE_07330	K16878
PTERE_07331	K16879
PTERE_07332	K16876
PTERE_07333	K16880
PTERE_07335	K03762
PTERE_07336	K19338
PTERE_07337	K02529
PTERE_07338	K10111
PTERE_07339	K02027
PTERE_07340	K02025
PTERE_07341	K02026
PTERE_07342	K12308
PTERE_07343	K12308
PTERE_07346	K10004
PTERE_07347	K02030
PTERE_07348	K02029
PTERE_07351	K18900
PTERE_07353	K05874
PTERE_07355	K02030
PTERE_07356	K02029
PTERE_07357	K02029
PTERE_07358	K02028
PTERE_07359	K06016
PTERE_07360	K09967
PTERE_07362	K18459
PTERE_07363	K15552
PTERE_07364	K10831
PTERE_07365	K15551
PTERE_07368	K01560
PTERE_07372	K22024
PTERE_07373	K22129
PTERE_07374	K02526
PTERE_07375	K11921
PTERE_07376	K01647
PTERE_07385	K03781
PTERE_07392	K18373
PTERE_07393	K00029
PTERE_07394	K11103
PTERE_07395	K22209
PTERE_07397	K16135
PTERE_07402	K00344
PTERE_07406	K16568
PTERE_07408	K03885
PTERE_07409	K03219
PTERE_07411	K03228
PTERE_07413	K03224
PTERE_07414	K03223
PTERE_07416	K03222
PTERE_07417	K18374
PTERE_07418	K18373
PTERE_07419	K03229
PTERE_07420	K03230
PTERE_07421	K18381
PTERE_07422	K03225
PTERE_07423	K03226
PTERE_07424	K03227
PTERE_07426	K03220
PTERE_07431	K00381
PTERE_07433	K02300
PTERE_07434	K02299
PTERE_07435	K02298
PTERE_07436	K02297
PTERE_07438	K02526
PTERE_07439	K01685
PTERE_07440	K05799
PTERE_07442	K01847
PTERE_07444	K07222
PTERE_07447	K07123
PTERE_07450	K01501
PTERE_07453	K00059
PTERE_07457	K18369
PTERE_07463	K01420
PTERE_07469	K01897
PTERE_07477	K23466
PTERE_07481	K00020
PTERE_07483	K01607
PTERE_07484	K00128
PTERE_07485	K00020
PTERE_07489	K00019
PTERE_07491	K08369
PTERE_07500	K03809
PTERE_07503	K04771
PTERE_07508	K13953
PTERE_07510	K03319
PTERE_07511	K03863
PTERE_07517	K01999
PTERE_07520	K00259
PTERE_07524	K07240
PTERE_07525	K04564
PTERE_07529	K03798
PTERE_07531	K03786
PTERE_07533	K16135
PTERE_07536	K02526
PTERE_07537	K01815
PTERE_07538	K00065
PTERE_07539	K19333
PTERE_07541	K16135
PTERE_07542	K01561
PTERE_07543	K01703
PTERE_07544	K01704
PTERE_07545	K11103
PTERE_07552	K15977
PTERE_07556	K00433
PTERE_07558	K07506
PTERE_07565	K00384
PTERE_07570	K00425
PTERE_07571	K00426
PTERE_07572	K04047
PTERE_07573	K01561
PTERE_07576	K07506
PTERE_07580	K03746
PTERE_07585	K01821
PTERE_07586	K01821
PTERE_07587	K01720
PTERE_07591	K17950
PTERE_07594	K15977
PTERE_07597	K09930
PTERE_07599	K01821
PTERE_07600	K04063
PTERE_07602	K00140
PTERE_07604	K02058
PTERE_07605	K05710
PTERE_07607	K02529
PTERE_07608	K00074
PTERE_07609	K04940
PTERE_07614	K03406
PTERE_07618	K08191
PTERE_07619	K02529
PTERE_07620	K18981
PTERE_07625	K01256
PTERE_07627	K09958
PTERE_07628	K01725
PTERE_07629	K01673
PTERE_07630	K11921
PTERE_07632	K10125
PTERE_07633	K11616
PTERE_07634	K00627
PTERE_07635	K00162
PTERE_07636	K00161
PTERE_07638	K09118
PTERE_07641	K05366
PTERE_07642	K05784
PTERE_07643	K18954
PTERE_07644	K06204
PTERE_07647	K04063
PTERE_07649	K23775
PTERE_07650	K00380
PTERE_07651	K00363
PTERE_07652	K00362
PTERE_07653	K02575
PTERE_07656	K16135
PTERE_07657	K07246
PTERE_07658	K13021
PTERE_07662	K00074
PTERE_07664	K11474
PTERE_07665	K00104
PTERE_07666	K11472
PTERE_07667	K11473
PTERE_07668	K07154
PTERE_07669	K15773
PTERE_07670	K03415
PTERE_07671	K03556
PTERE_07675	K03821
PTERE_07677	K00666
PTERE_07678	K10914
PTERE_07680	K00077
PTERE_07681	K10914
PTERE_07683	K03446
PTERE_07684	K03543
PTERE_07690	K16137
PTERE_07692	K14189
PTERE_07697	K15550
PTERE_07698	K15547
PTERE_07699	K15549
PTERE_07702	K00217
PTERE_07704	K10547
PTERE_07705	K10548
PTERE_07706	K10546
PTERE_07708	K00010
PTERE_07710	K04098
PTERE_07712	K02529
PTERE_07715	K08369
PTERE_07718	K01996
PTERE_07719	K01995
PTERE_07720	K11961
PTERE_07721	K11960
PTERE_07722	K11959
PTERE_07723	K01426
PTERE_07724	K11959
PTERE_07726	K00059
PTERE_07728	K01999
PTERE_07729	K01426
PTERE_07730	K11963
PTERE_07731	K01995
PTERE_07732	K11961
PTERE_07733	K11960
PTERE_07734	K11959
PTERE_07738	K01469
PTERE_07741	K11209
PTERE_07743	K00140
PTERE_07744	K01620
PTERE_07749	K03929
PTERE_07750	K08195
PTERE_07752	K00529
PTERE_07754	K16320
PTERE_07755	K16319
PTERE_07764	K19784
PTERE_07766	K03392
PTERE_07767	K01617
PTERE_07768	K01666
PTERE_07769	K04073
PTERE_07770	K02554
PTERE_07771	K10217
PTERE_07775	K00452
PTERE_07776	K15067
PTERE_07783	K16137
PTERE_07784	K08169
PTERE_07786	K14393
PTERE_07788	K23948
PTERE_07790	K15866
PTERE_07793	K00626
PTERE_07794	K07516
PTERE_07803	K06192
PTERE_07805	K13936
PTERE_07806	K06016
PTERE_07807	K00799
PTERE_07810	K01055
PTERE_07811	K23107
PTERE_07812	K18243
PTERE_07813	K18242
PTERE_07815	K14581
PTERE_07816	K14578
PTERE_07817	K00059
PTERE_07821	K08369
PTERE_07822	K09386
PTERE_07823	K01612
PTERE_07824	K02614
PTERE_07825	K03566
PTERE_07826	K01897
PTERE_07827	K07402
PTERE_07828	K09022
PTERE_07830	K03518
PTERE_07832	K03519
PTERE_07833	K01055
PTERE_07834	K02050
PTERE_07835	K02051
PTERE_07836	K02049
PTERE_07838	K03182
PTERE_07839	K03186
PTERE_07840	K01692
PTERE_07841	K18702
PTERE_07842	K00108
PTERE_07843	K16137
PTERE_07850	K01883
PTERE_07851	K07491
PTERE_07856	K03652
PTERE_07861	K03457
PTERE_07862	K01438
PTERE_07865	K07222
PTERE_07868	K02052
PTERE_07869	K02055
PTERE_07870	K02054
PTERE_07871	K02053
PTERE_07873	K07006
PTERE_07874	K03862
PTERE_07875	K03566
PTERE_07877	K10013
PTERE_07879	K08369
PTERE_07889	K16516
PTERE_07890	K07046
PTERE_07891	K04102
PTERE_07892	K11103
PTERE_07896	K03791
PTERE_07900	K16137
PTERE_07902	K14189
PTERE_07905	K09967
PTERE_07907	K02028
PTERE_07907	K02029
PTERE_07908	K02030
PTERE_07912	K07001
PTERE_07913	K10004
PTERE_07914	K10002
PTERE_07915	K10003
PTERE_07916	K10001
PTERE_07921	K00812
PTERE_07926	K00507
PTERE_07927	K13688
PTERE_07942	K00480
PTERE_07943	K00145
PTERE_07945	K10680
PTERE_07947	K00059
PTERE_07950	K08299
PTERE_07953	K02050
PTERE_07954	K02049
PTERE_07955	K02051
PTERE_07959	K02456
PTERE_07960	K02456
PTERE_07961	K02453
PTERE_07966	K02454
PTERE_07967	K02455
PTERE_07968	K02456
PTERE_07970	K07152
PTERE_07971	K02480
PTERE_07982	K08173
PTERE_07983	K00014
PTERE_07984	K00032
PTERE_07986	K00046
PTERE_07991	K10680
PTERE_07993	K05817
PTERE_07995	K10680
PTERE_07999	K11209
PTERE_08001	K11927
PTERE_08010	K04767
PTERE_08011	K15315
PTERE_08013	K00799
PTERE_08015	K16087
PTERE_08016	K07225
PTERE_08017	K02016
PTERE_08018	K02015
PTERE_08019	K02013
PTERE_08022	K06147
PTERE_08026	K00615
PTERE_08027	K00615
PTERE_08030	K23463
PTERE_08036	K00059
PTERE_08041	K01640
PTERE_08043	K13021
PTERE_08044	K07046
PTERE_08046	K02456
PTERE_08047	K02456
PTERE_08048	K02453
PTERE_08053	K02454
PTERE_08054	K02455
PTERE_08055	K02456
PTERE_08056	K01190
PTERE_08059	K10680
PTERE_08062	K16137
PTERE_08063	K04063
PTERE_08064	K01066
PTERE_08065	K01560
PTERE_08066	K18334
PTERE_08067	K22293
PTERE_08068	K10441
PTERE_08069	K10440
PTERE_08070	K10439
PTERE_08074	K04102
PTERE_08077	K19244
PTERE_08079	K01714
PTERE_08080	K00450
PTERE_08081	K01647
PTERE_08082	K03566
PTERE_08083	K03863
PTERE_08084	K08195
PTERE_08086	K01487
PTERE_08087	K03406
PTERE_08098	K09159
PTERE_08099	K00240
PTERE_08100	K00239
PTERE_08101	K00242
PTERE_08102	K00241
PTERE_08114	K23167
PTERE_08115	K20975
PTERE_08133	K03791
PTERE_08140	K01754
PTERE_08141	K06987
PTERE_08149	K08970
PTERE_08154	K05358
PTERE_08156	K03786
PTERE_08158	K13641
PTERE_08160	K06222
PTERE_08167	K01118
PTERE_08169	K00375
PTERE_08170	K04063
PTERE_08172	K00433
PTERE_08179	K00375
PTERE_08183	K03885
PTERE_08185	K19577
PTERE_08187	K02028
PTERE_08188	K02029
PTERE_08189	K02030
PTERE_08190	K02624
PTERE_08191	K03406
PTERE_08193	K21021
PTERE_08197	K21309
PTERE_08198	K21308
PTERE_08199	K21307
PTERE_08204	K00156
PTERE_08206	K03762
PTERE_08213	K03406
PTERE_08214	K00799
PTERE_08215	K07006
PTERE_08219	K07274
PTERE_08220	K03928
PTERE_08222	K01999
PTERE_08223	K02433
PTERE_08226	K01483
PTERE_08227	K00117
PTERE_08236	K01647
PTERE_08237	K03535
PTERE_08240	K11811
PTERE_08241	K03325
PTERE_08242	K03741
PTERE_08244	K03892
PTERE_08246	K13775
PTERE_08247	K03704
PTERE_08250	K07404
PTERE_08251	K18954
PTERE_08254	K03406
PTERE_08256	K04102
PTERE_08257	K02510
PTERE_08259	K08194
PTERE_08260	K07046
PTERE_08261	K10220
PTERE_08262	K04102
PTERE_08263	K02030
PTERE_08266	K01703
PTERE_08267	K08369
PTERE_08269	K04090
PTERE_08273	K01628
PTERE_08274	K08172
PTERE_08276	K03782
PTERE_08277	K03303
PTERE_08278	K02039
PTERE_08279	K07755
PTERE_08280	K15553
PTERE_08281	K15554
PTERE_08282	K15554
PTERE_08283	K15555
PTERE_08284	K24116
PTERE_08285	K22622
PTERE_08286	K17225
PTERE_08287	K02029
PTERE_08288	K02029
PTERE_08289	K02030
PTERE_08291	K07789
PTERE_08292	K07788
PTERE_08293	K07799
PTERE_08294	K18139
PTERE_08295	K18138
PTERE_08296	K03585
PTERE_08297	K03577
PTERE_08298	K07659
PTERE_08299	K07638
PTERE_08302	K01751
PTERE_08304	K01999
PTERE_08315	K11904
PTERE_08316	K07516
PTERE_08318	K04063
PTERE_08324	K24163
PTERE_08325	K02027
PTERE_08328	K07302
PTERE_08329	K07303
PTERE_08334	K15495
PTERE_08335	K02017
PTERE_08335	K02018
PTERE_08337	K10126
PTERE_08338	K10125
PTERE_08339	K03761
PTERE_08340	K07274
PTERE_08360	K03746
PTERE_08368	K20034
PTERE_08372	K20975
PTERE_08373	K20975
PTERE_08377	K07486
PTERE_08379	K07326
PTERE_08380	K03769
PTERE_08381	K15125
PTERE_08394	K07486
PTERE_08404	K19092
PTERE_08410	K19416
PTERE_08421	K03530
PTERE_08436	K01895
PTERE_08437	K07034
PTERE_08446	K16348
PTERE_08453	K18369
PTERE_08456	K05516
PTERE_08457	K18997
PTERE_08461	K07027
PTERE_08463	K01531
PTERE_08465	K00666
PTERE_08466	K03521
PTERE_08467	K03522
PTERE_08468	K20035
PTERE_08469	K17865
PTERE_08471	K03821
PTERE_08475	K00030
PTERE_08479	K00782
PTERE_08480	K18929
PTERE_08481	K18928
PTERE_08484	K03556
PTERE_08489	K06988
PTERE_08490	K07178
PTERE_08493	K07302
PTERE_08494	K07303
PTERE_08496	K13774
PTERE_08503	K13237
PTERE_08507	K03821
PTERE_08509	K05913
PTERE_08518	K05913
PTERE_08520	K00249
PTERE_08522	K03710
PTERE_08534	K18302
PTERE_08535	K18303
PTERE_08537	K03808
PTERE_08538	K06192
PTERE_08539	K09857
PTERE_08544	K00666
PTERE_08546	K07275
PTERE_08547	K07812
PTERE_08548	K08358
PTERE_08549	K07136
PTERE_08552	K04562
PTERE_08553	K05802
PTERE_08560	K22468
PTERE_08561	K10716
PTERE_08564	K03321
PTERE_08565	K00384
PTERE_08576	K06140
PTERE_08581	K07486
PTERE_08589	K03642
PTERE_08592	K07217
PTERE_08593	K03654
PTERE_08600	K13924
PTERE_08603	K08995
PTERE_08605	K03412
PTERE_08614	K01114
PTERE_08625	K22736
PTERE_08636	K03746
PTERE_08640	K03704
PTERE_08651	K00854
PTERE_08652	K00039
PTERE_08657	K13993
PTERE_08658	K13993
PTERE_08663	K03746
PTERE_08682	K07003
PTERE_08684	K00274
PTERE_08693	K03521
PTERE_08694	K03522
PTERE_08695	K00274
PTERE_08700	K00324
PTERE_08701	K00325
PTERE_08703	K05874
PTERE_08711	K19163
PTERE_08712	K19164
PTERE_08730	K01113
PTERE_08736	K10979
PTERE_08737	K01971
PTERE_08746	K00156
PTERE_08750	K07058
PTERE_08751	K03701
PTERE_08753	K03743
PTERE_08754	K22474
PTERE_08755	K02351
PTERE_08757	K15408
PTERE_08758	K02275
PTERE_08769	K10111
PTERE_08771	K10229
PTERE_08772	K10228
PTERE_08773	K10227
PTERE_08775	K00036
PTERE_08776	K16371
PTERE_08777	K21621
PTERE_08778	K10440
PTERE_08779	K10441
PTERE_08780	K10439
PTERE_08783	K16137
PTERE_08797	K03530
PTERE_08802	K07486
PTERE_08803	K13929
PTERE_08804	K13930
PTERE_08805	K13931
PTERE_08806	K13932
PTERE_08807	K13933
PTERE_08810	K13934
PTERE_08811	K13935
PTERE_08812	K13928
PTERE_08813	K01895
PTERE_08814	K06889
PTERE_08815	K04564
PTERE_08817	K01760
PTERE_08819	K19745
PTERE_08826	K07734
PTERE_08827	K00387
PTERE_08828	K01501
PTERE_08830	K07117
PTERE_08838	K06893
PTERE_08843	K23537
PTERE_08844	K23536
PTERE_08845	K23535
PTERE_08846	K07335
PTERE_08847	K01714
PTERE_08848	K05799
PTERE_08850	K00135
PTERE_08851	K01714
PTERE_08852	K19244
PTERE_08860	K18336
PTERE_08873	K18292
PTERE_08874	K18290
PTERE_08875	K18288
PTERE_08876	K00156
PTERE_08878	K18320
PTERE_08879	K00384
PTERE_08888	K03761
PTERE_08893	K02483
PTERE_08895	K02483
PTERE_08906	K00059
PTERE_08909	K10218
PTERE_08912	K09022
PTERE_08915	K01897
PTERE_08918	K18068
PTERE_08919	K10220
PTERE_08922	K08169
PTERE_08923	K04755
PTERE_08924	K00529
PTERE_08927	K13775
PTERE_08931	K00626
PTERE_08932	K15866
PTERE_08934	K00249
PTERE_08939	K03530
PTERE_08944	K19587
PTERE_08945	K19587
PTERE_08947	K00059
PTERE_08948	K00146
PTERE_08949	K07045
PTERE_08952	K00529
PTERE_08954	K10533
PTERE_08956	K04755
PTERE_08961	K16873
PTERE_08962	K01816
PTERE_08963	K00450
PTERE_08964	K01652
PTERE_08971	K03821
PTERE_08972	K01800
PTERE_08973	K16165
PTERE_08974	K00450
PTERE_08979	K00020
PTERE_08980	K00140
PTERE_08983	K07498
PTERE_08986	K00450
PTERE_08992	K01733
PTERE_08993	K01744
PTERE_08994	K01999
PTERE_08995	K01761
PTERE_09000	K06989
PTERE_09002	K02030
PTERE_09008	K06015
PTERE_09011	K01704
PTERE_09018	K03205
PTERE_09022	K03196
PTERE_09024	K03195
PTERE_09025	K03204
PTERE_09026	K03203
PTERE_09028	K03201
PTERE_09030	K03200
PTERE_09031	K03199
PTERE_09032	K03198
PTERE_09034	K03194
PTERE_09036	K07160
PTERE_09044	K03497
PTERE_09045	K03496
