PXENO_00001	K00865
PXENO_06760	K13628
PXENO_06761	K15724
PXENO_06762	K04488
PXENO_06763	K04487
PXENO_06764	K02584
PXENO_06765	K02585
PXENO_06767	K13628
PXENO_06770	K02597
PXENO_06771	K02597
PXENO_06773	K04487
PXENO_06774	K02593
PXENO_06776	K13010
PXENO_06778	K04755
PXENO_06784	K06886
PXENO_06785	K02588
PXENO_06786	K02586
PXENO_06787	K02591
PXENO_06790	K02587
PXENO_06791	K02592
PXENO_06792	K02596
PXENO_06796	K15790
PXENO_06798	K23464
PXENO_06799	K02018
PXENO_06800	K02020
PXENO_06801	K02017
PXENO_06803	K06995
PXENO_06805	K00135
PXENO_06806	K07246
PXENO_06807	K16135
PXENO_06810	K12972
PXENO_06812	K00128
PXENO_06813	K01560
PXENO_06815	K02035
PXENO_06816	K02033
PXENO_06817	K02034
PXENO_06818	K02031
PXENO_06818	K02032
PXENO_06819	K22550
PXENO_06821	K00303
PXENO_06823	K02055
PXENO_06824	K16873
PXENO_06825	K15773
PXENO_06826	K07154
PXENO_06827	K02053
PXENO_06828	K02054
PXENO_06829	K09471
PXENO_06830	K07025
PXENO_06831	K02052
PXENO_06832	K03566
PXENO_06833	K09181
PXENO_06835	K01535
PXENO_06836	K24163
PXENO_06837	K13688
PXENO_06839	K01835
PXENO_06841	K13924
PXENO_06845	K01687
PXENO_06852	K01167
PXENO_06853	K01682
PXENO_06855	K00274
PXENO_06856	K18991
PXENO_06859	K02049
PXENO_06860	K02051
PXENO_06861	K02050
PXENO_06862	K04091
PXENO_06863	K20938
PXENO_06866	K02029
PXENO_06867	K02029
PXENO_06868	K02030
PXENO_06871	K02073
PXENO_06872	K11717
PXENO_06875	K00640
PXENO_06878	K02073
PXENO_06879	K02031
PXENO_06879	K02032
PXENO_06880	K02034
PXENO_06881	K02033
PXENO_06882	K02035
PXENO_06884	K04078
PXENO_06885	K04077
PXENO_06888	K02002
PXENO_06889	K01133
PXENO_06891	K01433
PXENO_06892	K02002
PXENO_06893	K21832
PXENO_06894	K00479
PXENO_06895	K03521
PXENO_06896	K03522
PXENO_06897	K21834
PXENO_06898	K21833
PXENO_06900	K01273
PXENO_06901	K00600
PXENO_06902	K21826
PXENO_06905	K00148
PXENO_06906	K02167
PXENO_06907	K00130
PXENO_06908	K00108
PXENO_06909	K01467
PXENO_06911	K08369
PXENO_06913	K00305
PXENO_06914	K00302
PXENO_06915	K00304
PXENO_06916	K00303
PXENO_06917	K01752
PXENO_06922	K03101
PXENO_06928	K02002
PXENO_06929	K21826
PXENO_06930	K02001
PXENO_06931	K02000
PXENO_06933	K05782
PXENO_06934	K22736
PXENO_06935	K13021
PXENO_06936	K07246
PXENO_06937	K16135
PXENO_06951	K02300
PXENO_06952	K02299
PXENO_06953	K02298
PXENO_06954	K02297
PXENO_06955	K00342
PXENO_06956	K02003
PXENO_06957	K02004
PXENO_06966	K13580
PXENO_06967	K03405
PXENO_06968	K02230
PXENO_06969	K02234
PXENO_06970	K02303
PXENO_06971	K02189
PXENO_06974	K16568
PXENO_06977	K19221
PXENO_06978	K02224
PXENO_06979	K04719
PXENO_06984	K06194
PXENO_06986	K02444
PXENO_06989	K03781
PXENO_06994	K07506
PXENO_06997	K01497
PXENO_07000	K03652
PXENO_07001	K04065
PXENO_07002	K07300
PXENO_07003	K03566
PXENO_07004	K02055
PXENO_07005	K02054
PXENO_07006	K02053
PXENO_07007	K02052
PXENO_07008	K02030
PXENO_07009	K02029
PXENO_07010	K02029
PXENO_07011	K22474
PXENO_07012	K07303
PXENO_07013	K07302
PXENO_07016	K06194
PXENO_07026	K00525
PXENO_07028	K01455
PXENO_07029	K11963
PXENO_07030	K11962
PXENO_07031	K11961
PXENO_07032	K11960
PXENO_07033	K11959
PXENO_07036	K01710
PXENO_07037	K00973
PXENO_07047	K16692
PXENO_07048	K01104
PXENO_07049	K01991
PXENO_07050	K03606
PXENO_07051	K16011
PXENO_07055	K01790
PXENO_07057	K00963
PXENO_07061	K21309
PXENO_07062	K21308
PXENO_07063	K21307
PXENO_07067	K06193
PXENO_07068	K07644
PXENO_07069	K07665
PXENO_07074	K13979
PXENO_07075	K18900
PXENO_07077	K01785
PXENO_07079	K02012
PXENO_07083	K00036
PXENO_07084	K19743
PXENO_07095	K00799
PXENO_07096	K09823
PXENO_07098	K09017
PXENO_07101	K07080
PXENO_07106	K08641
PXENO_07112	K07044
PXENO_07114	K09957
PXENO_07115	K08717
PXENO_07120	K14274
PXENO_07121	K18981
PXENO_07122	K01708
PXENO_07123	K01707
PXENO_07124	K03535
PXENO_07125	K05799
PXENO_07126	K13877
PXENO_07127	K08191
PXENO_07128	K18981
PXENO_07130	K00433
PXENO_07131	K00425
PXENO_07132	K00426
PXENO_07137	K03333
PXENO_07140	K02030
PXENO_07141	K02029
PXENO_07142	K02029
PXENO_07143	K02028
PXENO_07144	K05836
PXENO_07145	K05836
PXENO_07146	K01745
PXENO_07147	K10021
PXENO_07148	K10019
PXENO_07149	K10020
PXENO_07150	K10018
PXENO_07152	K00675
PXENO_07154	K07267
PXENO_07156	K16301
PXENO_07157	K02012
PXENO_07158	K02011
PXENO_07159	K02010
PXENO_07162	K19158
PXENO_07163	K19159
PXENO_07166	K13929
PXENO_07167	K13930
PXENO_07168	K13931
PXENO_07169	K13932
PXENO_07170	K13933
PXENO_07171	K13934
PXENO_07172	K13935
PXENO_07175	K09019
PXENO_07177	K07098
PXENO_07179	K07507
PXENO_07181	K18118
PXENO_07185	K07484
PXENO_07186	K07484
PXENO_07187	K07483
PXENO_07194	K00206
PXENO_07195	K19670
PXENO_07197	K11082
PXENO_07198	K11083
PXENO_07200	K11081
PXENO_07201	K03430
PXENO_07202	K02444
PXENO_07204	K07062
PXENO_07205	K21495
PXENO_07209	K19333
PXENO_07212	K01039
PXENO_07213	K01040
PXENO_07217	K19745
PXENO_07218	K01897
PXENO_07219	K01692
PXENO_07220	K16843
PXENO_07221	K01684
PXENO_07225	K19966
PXENO_07226	K01692
PXENO_07229	K24012
PXENO_07230	K01857
PXENO_07236	K19333
PXENO_07239	K03288
PXENO_07247	K06160
PXENO_07248	K10829
PXENO_07255	K08369
PXENO_07258	K10221
PXENO_07259	K13641
PXENO_07260	K11178
PXENO_07271	K06889
PXENO_07275	K02035
PXENO_07280	K01607
PXENO_07282	K23466
PXENO_07284	K23107
PXENO_07285	K23463
PXENO_07286	K02033
PXENO_07287	K02034
PXENO_07288	K15583
PXENO_07291	K00135
PXENO_07293	K00823
PXENO_07294	K12972
PXENO_07301	K03688
PXENO_07304	K01916
PXENO_07310	K08677
PXENO_07311	K09983
PXENO_07312	K09771
PXENO_07315	K03719
PXENO_07323	K19622
PXENO_07324	K07799
PXENO_07325	K07788
PXENO_07326	K07789
PXENO_07339	K00140
PXENO_07342	K01560
PXENO_07345	K05921
PXENO_07346	K05921
PXENO_07347	K00151
PXENO_07348	K00455
PXENO_07349	K01826
PXENO_07350	K02509
PXENO_07351	K02510
PXENO_07357	K00694
PXENO_07358	K20541
PXENO_07359	K20542
PXENO_07360	K20543
PXENO_07363	K01479
PXENO_07366	K02029
PXENO_07367	K02030
PXENO_07370	K00986
PXENO_07374	K07638
PXENO_07375	K07659
PXENO_07378	K03893
PXENO_07383	K02346
PXENO_07384	K07644
PXENO_07385	K07665
PXENO_07389	K06991
PXENO_07393	K03321
PXENO_07394	K07178
PXENO_07395	K02529
PXENO_07396	K10112
PXENO_07397	K17317
PXENO_07398	K17316
PXENO_07399	K17315
PXENO_07400	K05350
PXENO_07403	K13633
PXENO_07409	K03717
PXENO_07412	K01537
PXENO_07417	K21023
PXENO_07422	K01714
PXENO_07424	K00609
PXENO_07426	K00355
PXENO_07428	K05275
PXENO_07436	K00074
PXENO_07438	K08195
PXENO_07442	K00451
PXENO_07444	K05714
PXENO_07445	K00480
PXENO_07456	K01647
PXENO_07459	K23107
PXENO_07460	K00130
PXENO_07461	K01999
PXENO_07462	K05714
PXENO_07465	K03863
PXENO_07466	K01996
PXENO_07467	K01995
PXENO_07467	K01998
PXENO_07468	K01997
PXENO_07469	K01555
PXENO_07470	K00451
PXENO_07474	K05712
PXENO_07477	K00666
PXENO_07478	K01647
PXENO_07479	K04091
PXENO_07481	K15553
PXENO_07482	K15555
PXENO_07483	K15554
PXENO_07486	K13641
PXENO_07487	K10221
PXENO_07491	K08369
PXENO_07496	K01053
PXENO_07498	K08369
PXENO_07503	K07216
PXENO_07506	K01816
PXENO_07507	K00042
PXENO_07511	K02858
PXENO_07512	K00529
PXENO_07513	K09024
PXENO_07514	K01999
PXENO_07516	K07046
PXENO_07517	K00108
PXENO_07519	K05337
PXENO_07521	K16320
PXENO_07523	K14578
PXENO_07525	K01995
PXENO_07526	K01996
PXENO_07530	K07172
PXENO_07532	K01011
PXENO_07533	K03119
PXENO_07534	K02051
PXENO_07535	K02050
PXENO_07539	K15546
PXENO_07540	K20036
PXENO_07541	K17735
PXENO_07542	K18013
PXENO_07543	K19333
PXENO_07544	K01912
PXENO_07545	K07045
PXENO_07546	K02617
PXENO_07548	K00626
PXENO_07549	K08369
PXENO_07550	K05874
PXENO_07554	K08369
PXENO_07555	K01053
PXENO_07559	K16171
PXENO_07560	K22025
PXENO_07563	K01687
PXENO_07569	K15514
PXENO_07571	K15546
PXENO_07572	K15513
PXENO_07573	K15512
PXENO_07574	K15511
PXENO_07575	K13766
PXENO_07576	K00074
PXENO_07579	K03101
PXENO_07582	K08195
PXENO_07584	K00014
PXENO_07589	K03566
PXENO_07593	K00666
PXENO_07595	K01996
PXENO_07596	K01995
PXENO_07597	K01998
PXENO_07598	K01997
PXENO_07599	K01999
PXENO_07601	K07068
PXENO_07604	K21416
PXENO_07605	K21417
PXENO_07606	K01715
PXENO_07607	K00627
PXENO_07608	K00382
PXENO_07609	K00249
PXENO_07610	K00666
PXENO_07613	K05874
PXENO_07615	K00697
PXENO_07619	K07486
PXENO_07621	K03710
PXENO_07623	K18290
PXENO_07625	K18290
PXENO_07627	K01644
PXENO_07629	K08369
PXENO_07631	K04763
PXENO_07633	K00674
PXENO_07634	K04763
PXENO_07638	K02030
PXENO_07650	K07484
PXENO_07652	K03863
PXENO_07653	K01485
PXENO_07654	K02050
PXENO_07655	K02049
PXENO_07656	K02051
PXENO_07660	K07486
PXENO_07662	K05799
PXENO_07667	K01692
PXENO_07674	K01897
PXENO_07677	K02450
PXENO_07678	K07497
PXENO_07680	K15866
PXENO_07681	K19333
PXENO_07685	K01821
PXENO_07689	K05835
PXENO_07691	K16090
PXENO_07696	K12960
PXENO_07697	K02433
PXENO_07699	K01464
PXENO_07700	K01799
PXENO_07701	K02049
PXENO_07702	K02050
PXENO_07705	K16841
PXENO_07712	K03758
PXENO_07713	K01581
PXENO_07714	K01478
PXENO_07715	K00611
PXENO_07716	K00926
PXENO_07717	K01420
PXENO_07731	K06995
PXENO_07733	K00135
PXENO_07734	K07246
PXENO_07735	K12972
PXENO_07738	K00128
PXENO_07739	K01560
PXENO_07741	K02030
PXENO_07742	K02029
PXENO_07743	K02028
PXENO_07744	K22550
PXENO_07746	K00303
PXENO_07751	K02035
PXENO_07752	K02033
PXENO_07753	K02034
PXENO_07754	K02031
PXENO_07754	K02032
PXENO_07755	K01473
PXENO_07756	K01474
PXENO_07762	K21495
PXENO_07764	K02028
PXENO_07765	K02029
PXENO_07771	K07062
PXENO_07780	K07497
PXENO_07785	K01644
PXENO_07786	K08369
PXENO_07788	K00135
PXENO_07789	K00030
PXENO_07790	K01652
PXENO_07791	K19338
PXENO_07794	K10221
PXENO_07796	K19338
PXENO_07797	K18289
PXENO_07798	K09709
PXENO_07799	K00249
PXENO_07800	K07267
PXENO_07801	K13021
PXENO_07803	K03392
PXENO_07808	K07003
PXENO_07810	K01715
PXENO_07815	K05337
PXENO_07816	K02292
PXENO_07823	K07506
PXENO_07824	K23138
PXENO_07829	K10218
PXENO_07831	K01432
PXENO_07834	K03392
PXENO_07838	K00249
PXENO_07839	K00059
PXENO_07841	K04090
PXENO_07843	K05874
PXENO_07845	K00059
PXENO_07851	K00249
PXENO_07852	K15866
PXENO_07853	K00249
PXENO_07854	K04755
PXENO_07856	K23138
PXENO_07858	K00632
PXENO_07859	K00074
PXENO_07863	K02182
PXENO_07864	K00059
PXENO_07866	K00059
PXENO_07871	K07216
PXENO_07873	K07068
PXENO_07876	K00529
PXENO_07877	K03577
PXENO_07879	K07046
PXENO_07880	K09709
PXENO_07881	K00626
PXENO_07882	K01029
PXENO_07883	K01028
PXENO_07887	K24012
PXENO_07890	K01996
PXENO_07891	K01995
PXENO_07892	K01998
PXENO_07893	K01997
PXENO_07895	K01644
PXENO_07902	K20265
PXENO_07903	K01580
PXENO_07910	K01835
PXENO_07916	K01057
PXENO_07917	K04655
PXENO_07918	K04654
PXENO_07919	K04653
PXENO_07920	K04656
PXENO_07921	K04652
PXENO_07922	K04651
PXENO_07924	K00436
PXENO_07925	K18007
PXENO_07926	K18006
PXENO_07927	K18005
PXENO_07928	K13953
PXENO_07929	K00325
PXENO_07930	K00324
PXENO_07931	K00324
PXENO_07932	K00135
PXENO_07933	K13924
PXENO_07938	K01692
PXENO_07939	K01999
PXENO_07945	K05898
PXENO_07949	K01607
PXENO_07950	K19338
PXENO_07951	K01996
PXENO_07952	K01995
PXENO_07953	K01998
PXENO_07954	K01997
PXENO_07955	K01999
PXENO_07957	K01689
PXENO_07960	K07486
PXENO_07962	K07486
PXENO_07964	K07486
PXENO_07970	K03497
PXENO_07976	K07483
PXENO_07977	K07484
PXENO_07981	K01725
PXENO_07984	K06223
PXENO_07988	K06919
PXENO_07989	K03205
PXENO_07991	K03196
PXENO_07992	K03195
PXENO_07993	K03204
PXENO_07994	K03203
PXENO_07996	K03200
PXENO_07997	K03201
PXENO_07998	K03199
PXENO_07999	K03198
PXENO_08000	K03197
PXENO_08001	K03194
PXENO_08003	K03496
PXENO_08005	K18829
PXENO_08006	K18828
PXENO_08008	K07733
PXENO_08012	K02433
PXENO_08013	K11959
PXENO_08014	K11963
PXENO_08017	K11960
PXENO_08020	K02433
PXENO_08021	K05799
PXENO_08022	K00249
PXENO_08023	K02078
PXENO_08024	K00648
PXENO_08025	K00648
PXENO_08027	K01586
PXENO_08031	K00648
PXENO_08035	K07733
PXENO_08040	K03863
PXENO_08042	K00285
PXENO_08047	K02014
PXENO_08049	K02030
PXENO_08050	K02028
PXENO_08050	K02029
PXENO_08053	K02014
PXENO_08056	K03101
PXENO_08057	K07485
PXENO_08058	K02030
PXENO_08060	K06987
PXENO_08062	K03559
PXENO_08063	K03559
PXENO_08064	K03561
PXENO_08065	K03832
PXENO_08067	K02200
PXENO_08068	K02200
PXENO_08069	K02199
PXENO_08070	K02198
PXENO_08071	K02197
PXENO_08073	K02195
PXENO_08074	K02194
PXENO_08075	K02193
PXENO_08076	K02569
PXENO_08077	K02568
PXENO_08078	K02567
PXENO_08079	K02570
PXENO_08080	K02571
PXENO_08086	K00666
PXENO_08087	K08195
PXENO_08088	K14274
PXENO_08090	K07068
PXENO_08093	K12979
PXENO_08094	K12976
PXENO_08098	K03710
PXENO_08099	K14445
PXENO_08101	K07493
PXENO_08105	K00626
PXENO_08106	K00074
PXENO_08107	K15866
PXENO_08108	K03762
PXENO_08112	K00666
PXENO_08113	K02182
PXENO_08117	K01692
PXENO_08119	K00666
PXENO_08121	K14520
PXENO_08128	K15509
PXENO_08134	K00141
PXENO_08136	K00135
PXENO_08138	K03761
PXENO_08140	K21883
PXENO_08142	K01652
PXENO_08144	K07493
PXENO_08149	K01692
PXENO_08154	K01796
PXENO_08155	K00626
PXENO_08156	K01782
PXENO_08157	K00249
PXENO_08158	K15866
PXENO_08159	K00074
PXENO_08166	K08369
PXENO_08167	K15866
PXENO_08168	K01644
PXENO_08169	K07546
PXENO_08170	K05799
PXENO_08172	K03885
PXENO_08173	K22704
PXENO_08182	K03522
PXENO_08183	K03521
PXENO_08189	K00020
PXENO_08190	K00140
PXENO_08191	K08172
PXENO_08193	K01738
PXENO_08194	K08738
PXENO_08195	K07002
PXENO_08196	K15555
PXENO_08197	K15554
PXENO_08198	K15554
PXENO_08200	K15553
PXENO_08203	K02014
PXENO_08204	K06151
PXENO_08205	K06152
PXENO_08206	K00101
PXENO_08207	K03832
PXENO_08208	K03561
PXENO_08209	K03560
PXENO_08210	K01996
PXENO_08211	K01995
PXENO_08212	K01998
PXENO_08213	K01997
PXENO_08214	K01999
PXENO_08216	K13995
PXENO_08217	K18028
PXENO_08218	K15357
PXENO_08219	K01799
PXENO_08220	K00480
PXENO_08224	K00249
PXENO_08227	K03761
PXENO_08231	K08641
PXENO_08232	K02035
PXENO_08233	K02033
PXENO_08234	K02034
PXENO_08235	K02031
PXENO_08247	K24163
PXENO_08250	K00797
PXENO_08251	K12137
PXENO_08253	K12140
PXENO_08254	K12141
PXENO_08257	K00117
PXENO_08259	K24160
PXENO_08260	K22474
PXENO_08261	K02351
PXENO_08263	K15408
PXENO_08264	K02275
PXENO_08267	K03743
PXENO_08268	K01916
PXENO_08270	K02035
PXENO_08272	K15553
PXENO_08274	K02073
PXENO_08275	K02050
PXENO_08276	K02049
PXENO_08277	K02051
PXENO_08278	K03119
PXENO_08279	K22622
PXENO_08280	K17225
PXENO_08281	K24116
PXENO_08282	K17228
PXENO_08284	K02035
PXENO_08286	K02073
PXENO_08287	K02031
PXENO_08287	K02032
PXENO_08288	K02034
PXENO_08289	K02033
PXENO_08290	K02035
PXENO_08293	K04078
PXENO_08294	K04077
PXENO_08295	K15553
PXENO_08296	K15554
PXENO_08297	K15554
PXENO_08298	K15555
PXENO_08300	K02029
PXENO_08301	K02029
PXENO_08302	K02030
PXENO_08305	K11717
PXENO_08308	K00640
PXENO_08312	K02051
PXENO_08313	K02049
PXENO_08314	K02050
PXENO_08315	K22879
PXENO_08317	K22303
PXENO_08322	K02030
PXENO_08324	K15553
PXENO_08325	K18991
PXENO_08328	K02049
PXENO_08329	K02051
PXENO_08330	K02050
PXENO_08331	K01996
PXENO_08332	K01995
PXENO_08333	K01997
PXENO_08333	K01998
PXENO_08334	K01999
PXENO_08336	K22879
PXENO_08339	K01999
PXENO_08341	K17285
PXENO_08342	K15551
PXENO_08343	K10831
PXENO_08344	K15552
PXENO_08346	K22474
PXENO_08348	K02276
PXENO_08349	K15408
PXENO_08350	K02275
PXENO_08352	K00148
PXENO_08353	K01613
PXENO_08357	K07090
PXENO_08358	K03762
PXENO_08359	K01799
PXENO_08360	K02029
PXENO_08361	K02029
PXENO_08362	K02030
PXENO_08363	K02028
PXENO_08364	K15783
PXENO_08366	K15785
PXENO_08367	K15786
PXENO_08368	K15782
PXENO_08369	K15784
PXENO_08371	K01754
PXENO_08373	K03821
PXENO_08374	K00625
PXENO_08375	K00925
PXENO_08376	K00208
PXENO_08377	K02112
PXENO_08378	K02114
PXENO_08379	K02116
PXENO_08381	K02108
PXENO_08382	K02110
PXENO_08383	K02109
PXENO_08384	K02111
PXENO_08385	K02115
PXENO_08386	K02014
PXENO_08388	K07722
PXENO_08389	K07241
PXENO_08391	K07141
PXENO_08392	K07402
PXENO_08393	K07161
PXENO_08395	K09386
PXENO_08396	K03520
PXENO_08397	K03518
PXENO_08398	K03519
PXENO_08399	K21696
PXENO_08408	K07481
PXENO_08409	K10916
PXENO_08411	K10915
PXENO_08416	K03566
PXENO_08417	K03406
PXENO_08422	K01469
PXENO_08423	K09190
PXENO_08429	K02051
PXENO_08434	K07665
PXENO_08435	K07644
PXENO_08436	K16568
PXENO_08438	K02556
PXENO_08439	K02557
PXENO_08441	K09913
PXENO_08442	K03497
PXENO_08443	K03496
PXENO_08446	K07154
PXENO_08448	K22185
PXENO_08449	K14274
PXENO_08450	K22186
PXENO_08452	K22187
PXENO_08454	K18369
PXENO_08455	K00573
PXENO_08458	K03316
PXENO_08460	K10441
PXENO_08461	K10440
PXENO_08462	K10439
PXENO_08463	K18334
PXENO_08465	K13688
PXENO_08467	K16348
PXENO_08473	K14578
PXENO_08483	K02030
PXENO_08484	K09967
PXENO_08485	K09967
PXENO_08487	K02029
PXENO_08488	K02028
PXENO_08489	K09967
PXENO_08490	K01477
PXENO_08492	K05520
PXENO_08493	K07048
PXENO_08494	K05520
PXENO_08495	K02029
PXENO_08496	K02030
PXENO_08497	K02028
PXENO_08500	K01438
PXENO_08501	K12251
PXENO_08502	K11959
PXENO_08503	K11960
PXENO_08504	K01995
PXENO_08504	K01998
PXENO_08505	K11963
PXENO_08507	K01999
PXENO_08513	K02424
PXENO_08517	K07058
PXENO_08525	K00156
PXENO_08527	K00852
PXENO_08534	K01619
PXENO_08535	K00128
PXENO_08536	K02431
PXENO_08537	K00852
PXENO_08538	K02057
PXENO_08539	K02058
PXENO_08540	K02056
PXENO_08541	K02057
PXENO_08542	K11534
PXENO_08548	K07552
PXENO_08549	K04771
PXENO_08553	K11960
PXENO_08554	K11959
PXENO_08555	K01998
PXENO_08556	K01995
PXENO_08557	K01996
PXENO_08558	K01426
PXENO_08562	K00466
PXENO_08566	K16841
PXENO_08567	K02054
PXENO_08568	K02053
PXENO_08569	K02055
PXENO_08570	K02052
PXENO_08574	K16135
PXENO_08575	K07246
PXENO_08576	K13021
PXENO_08578	K11177
PXENO_08579	K11178
PXENO_08580	K13483
PXENO_08581	K19736
PXENO_08583	K07117
PXENO_08585	K08365
PXENO_08586	K08363
PXENO_08587	K08364
PXENO_08588	K19058
PXENO_08589	K00520
PXENO_08590	K19057
PXENO_08591	K19059
PXENO_08595	K07240
PXENO_08596	K04564
PXENO_08600	K07497
PXENO_08602	K15735
PXENO_08607	K00529
PXENO_08610	K00799
PXENO_08611	K18364
PXENO_08612	K18366
PXENO_08613	K18365
PXENO_08620	K02012
PXENO_08621	K07001
PXENO_08628	K07497
PXENO_08633	K03186
PXENO_08635	K05836
PXENO_08636	K23463
PXENO_08637	K01652
PXENO_08638	K02030
PXENO_08639	K02029
PXENO_08640	K02028
PXENO_08642	K07687
PXENO_08645	K07345
PXENO_08646	K15540
PXENO_08647	K07347
PXENO_08648	K07345
PXENO_08649	K07345
PXENO_08651	K12340
PXENO_08652	K13408
PXENO_08653	K13409
PXENO_08657	K03406
PXENO_08659	K02029
PXENO_08660	K02029
PXENO_08661	K02030
PXENO_08662	K02028
PXENO_08664	K01760
PXENO_08666	K02030
PXENO_08670	K01473
PXENO_08671	K01474
PXENO_08674	K16319
PXENO_08675	K16320
PXENO_08677	K00529
PXENO_08679	K01989
PXENO_08681	K01652
PXENO_08682	K00231
PXENO_08683	K01989
PXENO_08684	K05833
PXENO_08685	K05832
PXENO_08686	K03186
PXENO_08689	K00135
PXENO_08700	K00963
PXENO_08703	K01790
PXENO_08704	K16011
PXENO_08705	K03606
PXENO_08706	K01991
PXENO_08707	K01104
PXENO_08708	K16692
PXENO_08709	K01711
PXENO_08710	K02377
PXENO_08716	K03818
PXENO_08718	K03208
PXENO_08722	K00012
PXENO_08723	K03207
PXENO_08727	K03406
PXENO_08729	K03719
PXENO_08730	K00163
PXENO_08732	K01473
PXENO_08733	K01474
PXENO_08739	K03832
PXENO_08740	K03561
PXENO_08741	K03559
PXENO_08742	K23514
PXENO_08743	K07165
PXENO_08744	K02014
PXENO_08745	K02471
PXENO_08746	K14731
PXENO_08750	K19333
PXENO_08751	K19802
PXENO_08752	K01039
PXENO_08753	K01040
PXENO_08755	K03762
PXENO_08757	K01661
PXENO_08758	K01715
PXENO_08759	K00074
PXENO_08760	K00074
